Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
[min],°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,l/h,l/h,°C,°C,kcal,kcal,°C
0.433,30.713,26.270,26.416,26.807,29.639,25.684,25.586,25.488,25.635,26.660,571.875,547.266,1.074,1.025,614.319,561.161,28.182
0.450,30.713,26.123,26.514,26.855,29.785,25.586,25.586,25.635,25.439,26.660,572.607,546.240,0.928,1.221,531.228,666.797,28.259
0.467,30.811,26.123,26.416,26.855,29.541,25.732,25.439,25.586,25.537,26.563,573.340,546.680,1.270,1.025,727.873,560.560,28.087
0.483,30.664,26.318,26.465,26.855,29.688,25.732,25.732,25.537,25.537,26.660,572.900,545.215,0.977,1.123,559.473,612.302,28.211
0.500,30.762,26.318,26.563,26.758,29.736,25.684,25.586,25.537,25.488,26.709,572.021,550.488,1.025,1.221,586.545,671.983,28.252
0.517,30.664,26.270,26.514,26.904,29.736,25.635,25.635,25.537,25.586,26.660,573.486,548.438,0.928,1.074,532.043,589.142,28.233
0.533,30.762,26.172,26.514,26.709,29.736,25.635,25.635,25.488,25.586,26.563,572.754,547.119,1.025,0.977,587.296,534.296,28.186
0.550,30.664,26.074,26.465,26.807,29.443,25.684,25.635,25.488,25.635,26.611,571.875,546.973,1.221,0.977,698.090,534.153,28.059
0.567,30.664,26.221,26.514,26.855,29.736,25.732,25.830,25.537,25.586,26.660,571.582,547.266,0.928,1.074,530.276,587.883,28.232
0.583,30.713,26.318,26.465,26.758,29.736,25.684,25.635,25.488,25.586,26.709,570.557,549.756,0.977,1.123,557.184,617.402,28.251
0.600,30.713,26.172,26.465,26.807,29.639,25.684,25.635,25.586,25.537,26.709,570.996,550.635,1.074,1.172,613.375,645.275,28.200
0.617,30.664,26.270,26.563,26.807,29.736,25.586,25.635,25.635,25.439,26.709,571.875,550.342,0.928,1.270,530.548,698.676,28.252
0.633,30.566,26.270,26.416,26.904,29.785,25.732,25.684,25.537,25.635,26.514,571.436,547.998,0.781,0.879,446.434,481.639,28.184
0.650,30.762,26.172,26.514,26.709,29.688,25.684,25.537,25.586,25.488,26.709,572.021,547.412,1.074,1.221,614.476,668.228,28.231
0.667,30.713,26.221,26.465,26.709,29.736,25.781,25.635,25.537,25.488,26.660,572.021,546.387,0.977,1.172,558.615,640.297,28.233
0.683,30.762,26.270,26.465,26.758,29.688,25.684,25.684,25.537,25.537,26.660,571.875,545.801,1.074,1.123,614.319,612.960,28.209
0.700,30.615,26.270,26.514,26.709,29.688,25.684,25.635,25.635,25.488,26.660,571.143,545.361,0.928,1.172,529.869,639.095,28.209
0.717,30.713,26.221,26.465,26.904,29.688,25.732,25.684,25.537,25.391,26.709,570.996,546.387,1.025,1.318,585.494,720.334,28.231
0.733,30.713,26.172,26.514,26.807,29.688,25.732,25.635,25.586,25.488,26.611,571.289,547.559,1.025,1.123,585.794,614.934,28.182
0.750,30.713,26.172,26.563,26.709,29.688,25.684,25.684,25.635,25.488,26.660,570.850,548.730,1.025,1.172,585.344,643.044,28.204
0.767,30.615,26.270,26.367,26.709,29.736,25.684,25.439,25.635,25.635,26.563,570.996,548.584,0.879,0.928,501.852,508.940,28.181
0.783,30.664,26.221,26.416,26.855,29.688,25.684,25.684,25.635,25.586,26.660,571.875,549.316,0.977,1.074,558.472,590.086,28.204
0.800,30.713,26.221,26.514,26.953,29.639,25.830,25.586,25.586,25.586,26.611,570.264,549.902,1.074,1.025,612.588,563.865,28.153
0.817,30.713,26.221,26.416,26.807,29.736,25.635,25.684,25.488,25.586,26.709,571.875,549.023,0.977,1.123,558.472,616.579,28.254
0.833,30.713,26.367,26.465,26.855,29.688,25.732,25.635,25.635,25.586,26.807,572.900,549.316,1.025,1.221,587.447,670.552,28.277
0.850,30.811,26.123,26.514,26.807,29.639,25.732,25.586,25.635,25.537,26.611,572.168,550.342,1.172,1.074,670.509,591.187,28.154
0.867,30.713,26.270,26.611,26.807,29.785,25.781,25.635,25.635,25.586,26.660,571.143,550.635,0.928,1.074,529.869,591.502,28.251
0.883,30.762,26.270,26.465,26.758,29.736,25.732,25.635,25.684,25.684,26.709,571.289,547.998,1.025,1.025,585.794,561.912,28.254
0.900,30.713,26.221,26.465,26.758,29.736,25.635,25.635,25.586,25.439,26.611,570.850,545.215,0.977,1.172,557.470,638.924,28.210
0.917,30.713,26.221,26.514,26.758,29.736,25.684,25.586,25.684,25.537,26.660,571.875,544.922,0.977,1.123,558.472,611.973,28.235
0.933,30.664,26.172,26.367,26.758,29.736,25.684,25.635,25.537,25.488,26.611,571.582,547.998,0.928,1.123,530.276,615.427,28.207
0.950,30.713,26.221,26.514,26.904,29.736,25.732,25.830,25.488,25.537,26.611,571.875,546.680,0.977,1.074,558.472,587.254,28.209
0.967,30.713,26.318,26.465,26.855,29.688,25.635,25.684,25.537,25.537,26.709,571.875,546.826,1.025,1.172,586.395,640.812,28.232
0.983,30.762,26.221,26.367,26.709,29.785,25.684,25.488,25.537,25.586,26.709,571.875,547.412,0.977,1.123,558.472,614.769,28.281
