Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
0.400,51.318,26.953,26.953,27.441,41.699,26.807,26.709,26.660,26.611,30.762,237.158,193.506,9.619,4.150,2281.258,803.125,36.785
0.417,51.221,26.904,27.051,27.441,41.797,26.709,26.563,26.660,26.660,30.762,459.961,194.092,9.424,4.102,4334.593,796.080,38.522
0.433,51.172,26.953,27.002,27.393,41.846,26.758,26.807,26.611,26.563,30.859,560.449,193.213,9.326,4.297,5226.846,830.212,39.029
0.450,51.270,26.953,27.002,27.393,41.699,26.758,26.709,26.660,26.709,30.908,597.803,192.773,9.570,4.199,5721.159,809.498,39.068
0.467,51.221,26.855,27.100,27.441,41.895,26.709,26.709,26.660,26.611,30.859,599.854,193.506,9.326,4.248,5594.337,822.022,39.203
0.483,51.221,27.002,27.002,27.490,41.943,26.758,26.709,26.758,26.660,30.762,599.854,193.799,9.277,4.102,5565.047,794.878,39.213
0.500,51.074,26.904,27.051,27.490,41.943,26.709,26.709,26.758,26.709,30.811,599.854,194.092,9.131,4.102,5477.178,796.080,39.222
0.517,51.025,27.002,27.051,27.295,41.943,26.758,26.611,26.709,26.563,30.859,599.854,193.506,9.082,4.297,5447.888,831.470,39.240
0.533,50.781,26.953,27.051,27.490,42.090,26.709,26.709,26.563,26.758,30.859,599.854,193.799,8.691,4.102,5213.571,794.878,39.348
0.550,50.781,27.002,27.148,27.295,42.041,26.758,26.709,26.660,26.660,30.908,599.854,193.506,8.740,4.248,5242.860,822.022,39.326
0.567,50.635,26.953,27.051,27.393,42.188,26.709,26.709,26.709,26.563,30.957,599.854,193.945,8.447,4.395,5067.122,852.299,39.444
0.583,50.488,26.807,27.051,27.393,42.139,26.709,26.660,26.709,26.611,30.811,599.854,194.531,8.350,4.199,5008.543,816.879,39.365
0.600,50.244,26.807,27.100,27.393,42.139,26.855,26.709,26.660,26.709,30.811,599.854,193.652,8.105,4.102,4862.094,794.277,39.374
0.617,50.098,26.904,26.953,27.441,42.090,26.758,26.660,26.709,26.660,30.762,599.854,193.213,8.008,4.102,4803.514,792.475,39.330
0.633,50.000,26.855,27.100,27.441,42.334,26.807,26.709,26.611,26.660,30.908,597.217,192.920,7.666,4.248,4578.273,819.533,39.544
0.650,49.951,26.807,27.002,27.344,42.285,26.855,26.758,26.563,26.563,30.908,594.287,193.652,7.666,4.346,4555.814,841.556,39.489
0.667,49.805,26.758,27.051,27.344,42.432,26.807,26.758,26.611,26.709,30.859,591.504,193.213,7.373,4.150,4361.186,801.909,39.582
0.683,49.512,26.855,27.148,27.295,42.529,26.758,26.758,26.709,26.611,30.908,591.357,194.238,6.982,4.297,4129.107,834.618,39.656
0.700,49.316,26.904,27.100,27.393,42.432,26.758,26.709,26.514,26.660,30.908,592.529,192.627,6.885,4.248,4079.425,818.288,39.605
0.717,49.023,26.953,26.953,27.441,42.529,26.807,26.758,26.611,26.758,30.908,592.529,194.238,6.494,4.150,3847.969,806.165,39.660
0.733,48.828,26.855,26.953,27.393,42.627,26.660,26.709,26.758,26.563,30.859,591.797,194.824,6.201,4.297,3669.834,837.135,39.712
0.750,48.730,26.855,27.051,27.393,42.627,26.758,26.709,26.709,26.807,30.908,592.822,194.385,6.104,4.102,3618.300,797.281,39.733
0.767,48.242,26.953,26.953,27.295,42.676,26.758,26.660,26.611,26.514,30.957,591.504,193.652,5.566,4.443,3292.551,860.467,39.785
0.783,48.096,26.855,27.100,27.344,42.676,26.807,26.709,26.709,26.660,31.006,592.529,192.920,5.420,4.346,3211.462,838.373,39.809
0.800,47.803,26.904,27.002,27.344,42.627,26.807,26.563,26.709,26.660,30.957,590.625,192.334,5.176,4.297,3056.946,826.435,39.760
0.817,47.607,26.807,26.953,27.393,42.773,26.807,26.660,26.514,26.758,31.055,591.650,192.627,4.834,4.297,2860.029,827.694,39.895
0.833,47.510,26.855,27.051,27.295,42.822,26.758,26.660,26.660,26.563,30.908,590.625,192.920,4.688,4.346,2768.555,838.373,39.889
0.850,47.217,26.904,27.002,27.441,42.773,26.758,26.758,26.709,26.611,31.006,591.211,192.627,4.443,4.395,2626.963,846.505,39.882
0.867,46.924,26.904,27.002,27.344,42.773,26.611,26.611,26.660,26.660,30.957,591.650,193.359,4.150,4.297,2455.580,830.841,39.863
0.883,46.875,26.807,27.051,27.393,42.773,26.855,26.709,26.660,26.660,31.006,591.943,193.213,4.102,4.346,2427.893,839.646,39.878
0.900,46.826,26.904,26.953,27.393,42.871,26.660,26.611,26.563,26.611,31.152,593.262,192.188,3.955,4.541,2346.396,872.726,40.004
0.917,46.680,26.807,27.051,27.393,42.725,26.758,26.709,26.709,26.758,31.055,591.211,192.041,3.955,4.297,2338.285,825.176,39.863
0.933,46.484,26.855,27.002,27.344,42.822,26.758,26.660,26.709,26.611,31.201,593.115,192.920,3.662,4.590,2172.053,885.472,39.970
0.950,46.338,26.904,26.953,27.393,42.822,26.758,26.758,26.709,26.611,31.201,590.625,192.188,3.516,4.590,2076.416,882.111,39.969
0.967,46.191,26.904,27.051,27.295,42.920,26.758,26.709,26.709,26.660,31.250,591.650,193.213,3.271,4.590,1935.575,886.817,40.047
0.983,46.143,26.953,27.002,27.295,42.871,26.807,26.709,26.514,26.660,31.055,590.625,192.920,3.271,4.395,1932.220,847.793,39.962
1.000,45.898,26.855,27.051,27.295,42.822,26.807,26.660,26.660,26.563,31.250,590.625,193.066,3.076,4.688,1816.864,904.999,39.971
1.017,45.703,26.953,27.100,27.295,42.822,26.807,26.611,26.709,26.611,31.201,590.625,192.041,2.881,4.590,1701.508,881.438,39.971
1.033,45.654,27.002,27.002,27.344,42.871,26.758,26.660,26.709,26.709,31.250,591.797,191.602,2.783,4.541,1647.091,870.066,40.029
1.050,45.459,26.855,27.100,27.393,42.725,26.807,26.709,26.611,26.709,31.250,592.676,186.621,2.734,4.541,1620.598,847.449,39.977
1.067,45.361,26.855,27.051,27.393,42.725,26.758,26.709,26.660,26.660,31.250,592.383,185.742,2.637,4.590,1561.947,852.528,39.986
1.083,45.215,27.002,27.002,27.344,42.725,26.709,26.758,26.611,26.709,31.250,591.504,186.182,2.490,4.541,1472.983,845.454,39.978
1.100,45.166,26.855,27.051,27.393,42.627,26.904,26.660,26.660,26.611,31.250,592.529,185.889,2.539,4.639,1504.469,862.277,39.910
1.117,44.971,26.904,27.002,27.441,42.725,26.758,26.758,26.611,26.758,31.250,592.529,185.303,2.246,4.492,1330.876,832.415,39.991
1.133,44.971,26.904,27.051,27.295,42.578,26.709,26.758,26.758,26.709,31.250,589.893,184.717,2.393,4.541,1411.364,838.802,39.877
1.150,44.873,26.904,27.051,27.441,42.480,26.904,26.758,26.709,26.660,31.250,589.307,183.984,2.393,4.590,1409.962,844.460,39.808
1.167,44.629,27.002,27.051,27.441,42.480,26.758,26.611,26.660,26.758,31.250,591.064,185.010,2.148,4.492,1269.865,831.099,39.803
1.183,44.531,26.953,27.051,27.393,42.432,26.758,26.807,26.660,26.660,31.250,591.797,184.863,2.100,4.590,1242.542,848.494,39.770
1.200,44.580,26.807,27.051,27.393,42.480,26.758,26.709,26.660,26.758,31.250,591.943,183.984,2.100,4.492,1242.850,826.492,39.818
1.217,44.482,27.002,27.002,27.344,42.383,26.709,26.660,26.709,26.709,31.348,591.943,184.863,2.100,4.639,1242.850,857.520,39.757
1.233,44.434,26.807,27.051,27.441,42.383,26.807,26.807,26.660,26.660,31.250,590.332,184.570,2.051,4.590,1210.642,847.149,39.731
1.250,44.287,26.904,27.002,27.393,42.188,26.807,26.709,26.758,26.660,31.250,590.625,185.449,2.100,4.590,1240.082,851.183,39.574
1.267,44.238,26.807,27.051,27.393,42.236,26.758,26.660,26.660,26.709,31.348,591.064,185.449,2.002,4.639,1183.283,860.238,39.636
1.283,44.238,26.953,27.002,27.393,42.236,26.709,26.709,26.611,26.709,31.396,590.625,185.156,2.002,4.688,1182.404,867.920,39.649
1.300,44.092,26.953,27.100,27.344,42.383,26.709,26.758,26.611,26.709,31.396,592.236,184.131,1.709,4.688,1012.123,863.113,39.777
1.317,44.238,26.855,27.051,27.441,42.090,26.758,26.709,26.660,26.660,31.299,591.943,184.424,2.148,4.639,1271.753,855.482,39.526
1.333,44.141,26.904,27.051,27.393,42.090,26.807,26.758,26.660,26.758,31.396,593.701,184.424,2.051,4.639,1217.551,855.482,39.555
1.350,44.141,26.807,27.100,27.295,42.041,26.807,26.758,26.660,26.709,31.348,594.580,184.717,2.100,4.639,1248.386,856.841,39.506
1.367,44.336,26.953,27.100,27.393,41.992,26.758,26.514,26.758,26.660,31.445,593.115,184.863,2.344,4.785,1390.114,884.600,39.486
1.383,44.336,26.904,27.100,27.344,41.992,26.855,26.709,26.660,26.709,31.396,590.625,184.424,2.344,4.688,1384.277,864.487,39.471
1.400,44.434,26.953,27.100,27.344,41.895,26.807,26.660,26.611,26.660,31.396,590.918,183.105,2.539,4.736,1500.378,867.248,39.411
1.417,44.434,26.904,27.002,27.344,41.895,26.855,26.758,26.563,26.660,31.445,591.504,183.252,2.539,4.785,1501.865,876.889,39.423
1.433,44.580,26.855,27.148,27.393,41.797,26.709,26.611,26.758,26.807,31.445,591.797,183.838,2.783,4.639,1647.091,852.764,39.343
1.450,44.629,26.904,27.051,27.393,41.748,26.758,26.660,26.660,26.709,31.445,592.383,183.984,2.881,4.736,1706.572,871.410,39.306
1.467,44.678,26.855,27.002,27.344,41.748,26.758,26.709,26.758,26.709,31.543,591.211,183.545,2.930,4.834,1732.063,887.253,39.330
1.483,44.824,26.807,27.100,27.393,41.650,26.758,26.611,26.660,26.807,31.494,590.918,183.105,3.174,4.688,1875.472,858.307,39.248
1.500,44.727,26.855,27.051,27.393,41.699,26.758,26.807,26.709,26.709,31.592,590.479,182.227,3.027,4.883,1787.581,889.778,39.316
1.517,44.873,26.904,27.100,27.393,41.553,26.807,26.709,26.611,26.709,31.592,590.918,182.227,3.320,4.883,1962.032,889.778,39.205
1.533,45.020,26.904,27.051,27.295,41.553,26.807,26.709,26.660,26.660,31.641,590.918,181.934,3.467,4.980,2048.593,906.115,39.219
1.550,45.166,26.855,27.051,27.344,41.504,26.807,26.709,26.660,26.807,31.494,593.701,182.227,3.662,4.688,2174.199,854.187,39.153
1.567,45.166,26.855,27.100,27.393,41.602,26.709,26.611,26.660,26.807,31.592,592.529,181.641,3.564,4.785,2112.043,869.179,39.253
1.583,45.361,26.904,27.051,27.344,41.553,26.758,26.611,26.807,26.758,31.592,592.236,180.469,3.809,4.834,2255.588,872.383,39.226
1.600,45.459,26.855,27.148,27.393,41.504,26.807,26.709,26.709,26.758,31.641,593.115,180.908,3.955,4.883,2345.817,883.341,39.199
1.617,45.605,26.953,27.002,27.344,41.553,26.807,26.660,26.709,26.807,31.641,593.994,183.838,4.053,4.834,2407.300,888.669,39.210
1.633,45.605,26.953,27.002,27.344,41.455,26.758,26.709,26.709,26.709,31.689,590.625,183.838,4.150,4.980,2451.324,915.599,39.137
1.650,45.801,26.904,27.002,27.246,41.357,26.758,26.758,26.660,26.807,31.641,590.625,183.105,4.443,4.834,2624.359,885.129,39.058
1.667,46.045,26.904,27.051,27.393,41.504,26.758,26.709,26.855,26.904,31.689,590.625,182.666,4.541,4.785,2682.037,874.085,39.186
1.683,46.045,26.904,27.148,27.295,41.406,26.807,26.660,26.953,26.807,31.641,590.771,184.277,4.639,4.834,2740.395,890.794,39.084
1.700,46.143,26.953,27.051,27.441,41.357,26.904,26.660,26.758,26.709,31.641,592.529,184.131,4.785,4.932,2835.345,908.067,39.054
1.717,46.338,26.904,27.002,27.393,41.455,26.807,26.709,26.758,26.758,31.689,590.918,183.398,4.883,4.932,2885.342,904.455,39.142
1.733,46.387,26.807,27.051,27.393,41.455,26.758,26.807,26.758,26.758,31.738,591.650,183.984,4.932,4.980,2917.807,916.328,39.150
1.750,46.484,26.855,27.002,27.686,41.406,26.807,26.611,26.611,26.758,31.738,594.580,183.691,5.078,4.980,3019.352,914.869,39.124
1.767,46.582,26.904,27.051,27.539,41.504,26.758,26.660,26.660,26.855,31.689,593.408,183.398,5.078,4.834,3013.401,886.545,39.187
1.783,46.631,26.904,27.051,27.295,41.553,26.758,26.709,26.660,26.709,31.738,592.822,183.545,5.078,5.029,3010.426,923.102,39.232
1.800,46.729,26.904,27.002,27.441,41.602,26.709,26.709,26.611,26.709,31.689,592.383,184.424,5.127,4.980,3037.119,918.517,39.248
1.817,46.875,26.807,27.197,27.393,41.553,26.709,26.660,26.758,26.709,31.738,590.625,184.424,5.322,5.029,3143.463,927.522,39.217
1.833,46.875,26.855,27.051,27.246,41.553,26.807,26.807,26.758,26.807,31.641,592.236,183.691,5.322,4.834,3152.039,887.961,39.206
1.850,46.875,26.904,27.002,27.393,41.553,26.709,26.758,26.563,26.807,31.738,590.771,183.691,5.322,4.932,3144.243,905.900,39.225
1.867,46.875,26.855,27.100,27.393,41.650,26.709,26.709,26.709,26.758,31.738,593.408,183.252,5.225,4.980,3100.326,912.681,39.312
1.883,46.973,27.002,27.100,27.393,41.650,26.758,26.611,26.807,26.855,31.787,590.625,183.545,5.322,4.932,3143.463,905.178,39.312
1.900,47.021,26.904,27.051,27.344,41.650,26.758,26.758,26.807,26.855,31.738,590.625,184.131,5.371,4.883,3172.302,899.076,39.295
1.917,47.070,26.807,27.100,27.441,41.602,26.758,26.709,26.611,26.904,31.738,592.383,183.838,5.469,4.834,3239.594,888.669,39.266
1.933,47.217,27.100,27.051,27.393,41.797,26.758,26.611,26.904,26.758,31.885,592.090,183.105,5.420,5.127,3209.081,938.773,39.456
1.950,47.266,26.855,27.002,27.441,41.748,26.855,26.758,26.563,26.855,31.787,590.625,183.545,5.518,4.932,3258.820,905.178,39.386
1.967,47.412,26.904,27.100,27.441,41.797,26.807,26.758,26.660,26.953,31.787,590.625,183.105,5.615,4.834,3316.498,885.129,39.428
1.983,47.510,26.855,27.051,27.441,41.797,26.709,26.758,26.660,26.855,31.836,593.262,183.398,5.713,4.980,3389.239,913.410,39.445
2.000,47.559,26.953,27.051,27.344,41.895,26.709,26.660,26.709,26.807,31.885,594.287,184.717,5.664,5.078,3366.079,938.015,39.521
2.017,47.559,26.758,27.002,27.441,41.797,26.807,26.807,26.660,26.855,31.885,590.625,184.570,5.762,5.029,3403.015,928.259,39.437
2.033,47.656,26.904,27.002,27.393,41.943,26.758,26.660,26.709,26.904,31.836,592.383,184.863,5.713,4.932,3384.218,911.679,39.539
2.050,47.705,26.953,27.002,27.393,41.943,26.758,26.709,26.563,26.807,31.836,591.357,186.182,5.762,5.029,3407.235,936.363,39.523
2.067,47.754,26.855,27.051,27.539,41.992,26.758,26.709,26.709,26.855,31.738,592.236,184.570,5.762,4.883,3412.299,901.222,39.556
2.083,47.852,26.904,27.100,27.344,42.041,26.758,26.758,26.758,26.855,31.982,594.141,184.570,5.811,5.127,3452.282,946.283,39.657
2.100,47.803,26.953,27.002,27.393,42.041,26.855,26.709,26.709,26.904,31.787,592.822,184.717,5.762,4.883,3415.675,901.937,39.605
2.117,47.949,26.855,27.002,27.393,42.139,26.855,26.807,26.709,26.807,32.080,593.262,185.596,5.811,5.273,3447.175,978.727,39.742
2.133,47.998,26.904,27.100,27.393,42.285,26.709,26.807,26.758,26.758,31.787,593.408,185.010,5.713,5.029,3390.076,930.469,39.790
2.150,47.949,26.904,27.100,27.490,42.188,26.855,26.807,26.758,26.904,31.836,595.752,185.449,5.762,4.932,3432.555,914.569,39.730
2.167,47.998,26.953,27.002,27.393,42.188,26.904,26.758,26.758,26.807,31.934,592.969,185.889,5.811,5.127,3445.473,953.043,39.740
2.183,47.852,26.855,27.100,27.441,42.432,26.758,26.758,26.709,26.855,31.934,593.115,185.303,5.420,5.078,3214.638,940.990,39.933
2.200,48.096,27.002,27.100,27.393,42.334,26.807,26.758,26.709,26.807,31.885,591.504,184.863,5.762,5.078,3408.079,938.759,39.846
2.217,47.900,26.904,27.002,27.393,42.480,26.807,26.709,26.709,26.855,31.836,592.529,184.570,5.420,4.980,3211.462,919.247,39.952
2.233,47.900,26.953,27.100,27.344,42.529,26.660,26.758,26.758,26.855,31.982,591.064,184.863,5.371,5.127,3174.663,947.785,40.017
2.250,47.949,26.904,27.051,27.393,42.578,26.709,26.904,26.758,26.855,32.031,590.625,185.449,5.371,5.176,3172.302,959.845,40.058
2.267,47.852,26.855,27.100,27.441,42.529,26.904,26.660,26.660,26.904,32.031,591.504,183.838,5.322,5.127,3148.141,942.528,40.040
2.283,47.803,26.953,27.002,27.393,42.676,26.758,26.709,26.758,26.807,32.031,590.479,184.570,5.127,5.225,3027.356,964.308,40.141
2.300,47.754,26.953,27.002,27.441,42.529,26.807,26.758,26.758,26.807,32.080,591.504,184.424,5.225,5.273,3090.377,972.548,40.046
2.317,47.656,26.953,27.051,27.393,42.725,26.807,26.709,26.758,26.807,32.080,593.262,184.570,4.932,5.273,2925.754,973.320,40.199
2.333,47.607,26.904,27.051,27.344,42.725,26.758,26.807,26.807,26.855,32.031,595.020,184.570,4.883,5.176,2905.369,955.296,40.193
2.350,47.510,26.904,27.002,27.344,42.773,26.758,26.660,26.807,26.807,32.031,593.848,184.863,4.736,5.225,2812.657,965.838,40.223
2.367,47.461,26.904,27.002,27.393,42.871,26.807,26.709,26.758,26.758,32.227,591.211,184.717,4.590,5.469,2713.566,1010.170,40.337
2.383,47.363,26.904,27.002,27.344,42.871,26.807,26.758,26.758,26.807,32.080,591.504,183.984,4.492,5.273,2657.146,970.230,40.311
2.400,47.217,26.855,27.051,27.393,42.871,26.758,26.807,26.660,26.904,32.080,593.701,183.398,4.346,5.176,2580.049,949.230,40.324
2.417,47.217,26.904,27.100,27.344,42.969,26.807,26.660,26.758,26.904,32.227,591.211,184.424,4.248,5.322,2511.492,981.553,40.415
2.433,47.070,26.855,27.197,27.393,42.871,26.855,26.660,26.855,26.904,32.227,590.771,184.131,4.199,5.322,2480.779,979.993,40.342
2.450,46.973,26.904,27.148,27.393,42.969,26.807,26.807,26.855,27.051,32.178,591.797,184.424,4.004,5.127,2369.499,945.532,40.405
2.467,46.875,26.953,27.002,27.588,42.969,26.807,26.807,26.807,26.904,32.178,592.383,184.717,3.906,5.273,2313.995,974.092,40.404
2.483,46.875,26.904,27.100,27.490,43.066,26.807,26.758,26.758,26.904,32.275,592.383,184.570,3.809,5.371,2256.145,991.344,40.503
2.500,46.875,26.904,27.051,27.441,42.920,26.807,26.709,26.758,26.953,32.178,593.115,184.717,3.955,5.225,2345.817,965.073,40.369
2.517,46.875,26.904,27.002,27.393,43.066,26.709,26.855,26.758,26.904,32.227,592.383,185.303,3.809,5.322,2256.145,986.230,40.484
2.533,46.777,26.953,26.953,27.393,43.018,26.709,26.807,26.758,26.807,32.373,591.064,185.596,3.760,5.566,2222.264,1033.101,40.474
2.550,46.729,26.904,27.100,27.344,43.115,26.758,26.758,26.855,26.807,32.373,590.625,184.863,3.613,5.566,2134.094,1029.024,40.554
2.567,46.729,26.904,27.197,27.393,43.018,26.709,26.758,26.807,26.953,32.422,592.822,184.570,3.711,5.469,2199.926,1009.369,40.502
2.583,46.533,26.953,27.002,27.441,43.066,26.807,26.709,26.709,27.002,32.373,593.115,184.570,3.467,5.371,2056.210,991.344,40.529
2.600,46.533,26.953,27.002,27.588,43.115,26.660,26.660,26.758,26.953,32.422,592.676,184.863,3.418,5.469,2025.747,1010.971,40.573
2.617,46.484,26.855,27.100,27.393,43.018,26.807,26.758,26.758,26.807,32.471,591.504,184.570,3.467,5.664,2050.624,1045.418,40.509
2.633,46.338,26.953,27.100,27.393,43.213,26.807,26.807,26.855,26.855,32.471,594.287,185.889,3.125,5.615,1857.147,1043.808,40.653
2.650,46.240,26.807,27.051,27.393,43.066,26.855,26.709,26.807,26.904,32.471,593.701,185.010,3.174,5.566,1884.305,1029.840,40.549
2.667,46.143,26.904,27.100,27.393,43.115,26.904,26.709,26.807,26.904,32.373,592.529,181.494,3.027,5.469,1793.790,992.546,40.596
2.683,45.996,26.953,26.953,27.490,43.066,26.855,26.709,26.904,26.904,32.520,592.236,178.125,2.930,5.615,1735.067,1000.214,40.628
2.700,46.094,26.953,27.002,27.441,43.066,26.807,26.660,26.758,26.904,32.666,592.090,178.125,3.027,5.762,1792.459,1026.306,40.661
2.717,45.996,27.051,27.051,27.441,43.213,26.758,26.758,26.807,26.904,32.568,590.625,178.125,2.783,5.664,1643.829,1008.911,40.746
2.733,45.947,26.904,27.148,27.393,42.969,26.807,26.807,26.904,26.953,32.520,593.262,178.271,2.979,5.566,1767.039,992.332,40.554
2.750,45.898,26.904,27.051,27.441,43.066,26.855,26.758,26.758,26.904,32.373,592.383,178.125,2.832,5.469,1677.647,974.121,40.594
2.767,45.801,26.855,27.246,27.393,42.920,26.807,26.709,26.807,26.904,32.471,590.479,178.125,2.881,5.566,1701.086,991.516,40.498
2.783,45.703,26.953,27.100,27.344,43.066,26.807,26.611,26.855,26.904,32.568,591.797,178.564,2.637,5.664,1560.402,1011.400,40.633
2.800,45.654,26.855,27.051,27.295,42.871,26.953,26.855,26.758,26.807,32.666,590.332,178.125,2.783,5.859,1643.014,1043.701,40.506
2.817,45.654,27.002,27.002,27.441,43.018,26.855,26.855,26.807,26.904,32.666,591.943,178.125,2.637,5.762,1560.788,1026.306,40.623
2.833,45.508,26.953,27.051,27.490,42.920,26.855,26.758,26.758,26.953,32.666,591.943,178.271,2.588,5.713,1531.885,1018.445,40.547
2.850,45.459,27.002,27.100,27.490,42.969,26.855,26.807,26.807,26.904,32.617,591.797,178.125,2.490,5.713,1473.713,1017.609,40.574
2.867,45.410,27.002,27.148,27.393,42.969,26.904,26.709,26.855,26.855,32.715,591.211,178.125,2.441,5.859,1443.386,1043.701,40.595
2.883,45.361,26.953,27.051,27.393,42.920,26.709,26.807,26.855,26.904,32.715,591.064,178.125,2.441,5.811,1443.028,1035.004,40.557
2.900,45.361,26.953,27.051,27.441,42.920,26.758,26.855,26.807,26.904,32.715,592.383,178.125,2.441,5.811,1446.247,1035.004,40.561
2.917,45.313,27.002,27.100,27.490,42.871,26.807,26.807,26.953,26.855,32.666,591.650,178.125,2.441,5.811,1444.459,1035.004,40.510
2.933,45.313,27.002,27.100,27.393,42.773,26.807,26.807,26.855,26.807,32.764,591.797,178.271,2.539,5.957,1502.609,1061.969,40.456
2.950,45.215,26.953,27.002,27.441,42.725,26.855,26.904,26.807,27.002,32.666,592.090,178.564,2.490,5.664,1474.442,1011.400,40.394
2.967,45.166,27.051,27.148,27.344,42.822,26.855,26.807,26.855,26.904,32.617,590.625,178.125,2.344,5.713,1384.277,1017.609,40.458
2.983,45.166,27.002,27.051,27.441,42.676,26.807,26.758,26.709,26.953,32.764,591.064,178.125,2.490,5.811,1471.889,1035.004,40.380
3.000,45.068,26.904,27.051,27.539,42.822,26.855,26.758,26.807,27.002,32.715,593.408,178.125,2.246,5.713,1332.850,1017.609,40.489
3.017,45.068,27.002,27.002,27.441,42.773,26.807,26.709,26.807,26.953,32.715,592.676,176.221,2.295,5.762,1360.145,1015.334,40.468
3.033,45.020,27.051,27.100,27.393,42.725,26.855,26.855,26.807,26.807,32.764,592.822,174.609,2.295,5.957,1360.481,1040.154,40.458
3.050,44.922,26.953,27.051,27.441,42.627,26.904,26.807,26.758,26.953,32.764,590.625,175.342,2.295,5.811,1355.438,1018.832,40.369
3.067,45.020,26.855,27.002,27.393,42.480,26.904,26.807,26.807,26.904,32.715,591.797,175.635,2.539,5.811,1502.609,1020.534,40.246
3.083,44.922,27.002,27.197,27.441,42.627,26.953,26.709,26.807,27.051,32.764,592.529,175.342,2.295,5.713,1359.808,1001.709,40.375
3.100,44.824,27.002,27.100,27.295,42.480,26.904,26.758,26.953,27.100,32.715,592.236,175.342,2.344,5.615,1388.054,984.585,40.250
3.117,44.873,26.953,27.002,27.441,42.529,26.807,26.807,26.758,26.953,32.764,592.969,175.781,2.344,5.811,1389.771,1021.385,40.296
