Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
3.133,44.824,26.953,27.148,27.490,42.529,26.904,26.758,26.904,27.002,32.715,593.262,176.221,2.295,5.713,1361.489,1006.730,40.282
3.150,44.824,26.953,27.100,27.441,42.480,26.904,26.807,26.855,27.100,32.666,593.408,175.635,2.344,5.566,1390.800,977.654,40.239
3.167,44.824,26.904,27.197,27.393,42.432,26.855,26.758,26.904,27.002,32.715,592.236,175.049,2.393,5.713,1416.972,1000.035,40.215
3.183,44.727,27.002,27.051,27.441,42.334,26.855,26.758,26.807,26.953,32.764,594.141,175.049,2.393,5.811,1421.528,1017.129,40.156
3.200,44.580,26.904,27.100,27.441,42.334,26.855,26.758,26.855,27.002,32.764,591.504,175.635,2.246,5.762,1328.573,1011.958,40.143
3.217,44.678,26.953,27.197,27.441,42.383,26.904,26.807,26.855,26.904,32.813,590.625,174.902,2.295,5.908,1355.438,1033.359,40.196
3.233,44.629,26.904,27.148,27.441,42.236,26.953,26.758,26.855,26.953,32.666,590.625,174.609,2.393,5.713,1413.116,997.524,40.053
3.250,44.678,27.002,27.100,27.490,42.236,26.855,26.855,26.758,26.953,32.813,590.625,174.023,2.441,5.859,1441.956,1019.669,40.092
3.267,44.531,27.051,27.148,27.393,42.236,26.758,26.855,26.807,27.002,33.008,592.383,174.609,2.295,6.006,1359.472,1048.679,40.135
3.283,44.580,26.904,27.100,27.441,42.188,26.904,26.904,26.855,27.051,32.715,591.357,174.756,2.393,5.664,1414.869,989.828,40.027
3.300,44.580,27.051,27.051,27.588,42.236,26.855,26.855,26.904,26.904,32.764,591.064,175.342,2.344,5.859,1385.307,1027.393,40.069
3.317,44.629,27.002,27.148,27.393,42.139,26.953,26.855,26.807,26.953,32.813,591.650,175.928,2.490,5.859,1473.348,1030.827,40.001
3.333,44.434,26.855,27.051,27.393,42.139,26.855,26.855,26.855,27.051,32.764,594.873,176.367,2.295,5.713,1365.187,1007.566,39.995
3.350,44.434,26.904,27.148,27.393,42.041,26.855,26.807,27.002,26.904,32.764,593.262,176.660,2.393,5.859,1419.425,1035.118,39.912
3.367,44.434,26.904,27.148,27.441,42.041,26.904,26.904,26.807,26.807,32.764,593.701,177.686,2.393,5.957,1420.476,1058.478,39.904
3.383,44.482,26.953,27.100,27.344,41.992,26.855,26.855,26.807,27.002,32.715,591.943,178.125,2.490,5.713,1474.078,1017.609,39.846
3.400,44.482,26.953,27.148,27.441,42.041,26.904,26.953,26.904,26.953,32.715,591.797,177.539,2.441,5.762,1444.817,1022.930,39.889
3.417,44.482,27.002,27.197,27.490,42.041,27.002,26.855,26.855,26.953,32.715,590.918,176.807,2.441,5.762,1442.671,1018.710,39.893
3.433,44.629,26.904,27.148,27.441,41.943,26.904,26.758,26.904,26.904,32.715,590.479,178.125,2.686,5.811,1585.758,1035.004,39.805
3.450,44.678,26.953,27.148,27.441,41.943,26.855,26.904,26.807,27.051,32.666,590.039,177.686,2.734,5.615,1613.388,997.746,39.796
3.467,44.727,26.904,27.148,27.441,41.895,26.904,26.807,26.807,26.904,32.715,592.383,176.514,2.832,5.811,1677.647,1025.641,39.787
3.483,44.775,27.051,27.197,27.490,41.797,26.904,26.807,26.904,27.100,32.666,593.701,177.246,2.979,5.566,1768.348,986.624,39.698
3.500,44.824,26.904,27.148,27.393,41.846,26.953,26.855,27.002,27.051,32.666,592.236,177.393,2.979,5.615,1763.985,996.101,39.730
3.517,44.971,26.953,27.100,27.539,41.943,26.904,26.855,26.904,27.002,32.715,590.771,176.660,3.027,5.713,1788.468,1009.240,39.819
3.533,45.020,26.953,27.051,27.539,41.846,26.904,26.904,26.758,27.051,32.666,590.625,177.393,3.174,5.615,1874.542,996.101,39.725
3.550,45.166,26.953,27.051,27.441,41.846,26.855,26.904,26.904,27.002,32.666,593.848,176.953,3.320,5.664,1971.760,1002.274,39.738
3.567,45.215,26.904,27.051,27.441,41.748,26.904,26.855,26.904,27.100,32.764,595.752,177.832,3.467,5.664,2065.351,1007.252,39.683
3.583,45.410,27.002,27.100,27.441,41.699,26.904,27.002,26.855,27.051,32.666,593.555,178.125,3.711,5.615,2202.644,1000.214,39.614
3.600,45.557,27.002,27.197,27.490,41.748,26.953,26.953,26.807,27.002,32.715,592.383,176.807,3.809,5.713,2256.145,1010.077,39.672
3.617,45.752,26.953,27.197,27.539,41.797,26.855,26.807,26.904,27.051,32.666,592.822,177.686,3.955,5.615,2344.658,997.746,39.691
3.633,45.703,27.002,27.148,27.490,41.797,26.855,26.904,27.002,26.904,32.666,595.459,177.100,3.906,5.762,2326.012,1020.398,39.704
3.650,45.996,26.953,27.148,27.441,41.748,26.904,26.807,26.953,27.002,32.715,595.166,177.686,4.248,5.713,2528.293,1015.098,39.671
3.667,46.094,27.002,27.051,27.441,41.748,27.002,26.807,26.904,27.100,32.617,595.459,176.807,4.346,5.518,2587.688,975.544,39.658
3.683,46.240,26.904,27.148,27.441,41.699,26.855,26.904,27.002,27.051,32.666,591.357,176.807,4.541,5.615,2685.363,992.811,39.620
3.700,46.289,26.953,27.051,27.637,41.846,27.002,26.855,27.002,27.002,32.666,594.141,176.367,4.443,5.664,2639.980,998.955,39.744
3.717,46.484,27.002,27.100,27.393,41.748,26.855,26.953,27.002,26.904,32.666,592.236,176.953,4.736,5.762,2805.026,1019.554,39.659
3.733,46.582,26.953,27.148,27.441,41.846,26.904,26.953,26.953,26.904,32.764,594.873,176.221,4.736,5.859,2817.514,1032.543,39.770
3.750,46.777,26.953,27.148,27.441,41.748,26.904,26.904,26.953,27.051,32.471,594.580,176.514,5.029,5.420,2990.320,956.690,39.624
3.767,46.826,27.002,27.051,27.490,41.797,26.904,26.855,26.953,27.100,32.666,594.141,176.807,5.029,5.566,2988.110,984.178,39.703
3.783,46.875,26.953,27.100,27.490,41.846,26.807,26.855,26.953,27.051,32.568,591.650,176.221,5.029,5.518,2975.585,972.311,39.717
3.800,46.875,27.002,27.100,27.588,41.797,26.855,27.002,26.904,26.953,32.715,591.943,176.807,5.078,5.762,3005.962,1018.710,39.708
3.817,46.875,26.904,27.148,27.441,41.797,27.002,26.904,26.904,27.002,32.666,594.141,177.246,5.078,5.664,3017.120,1003.933,39.699
3.833,47.070,27.002,27.148,27.344,41.943,27.051,26.807,26.953,27.051,32.666,594.141,175.928,5.127,5.615,3046.131,987.875,39.824
3.850,47.119,26.855,27.051,27.393,41.895,26.904,26.807,27.002,27.002,32.666,593.701,177.100,5.225,5.664,3101.857,1003.103,39.774
3.867,47.217,26.953,27.100,27.490,41.992,26.953,27.002,26.953,27.051,32.568,593.555,177.686,5.225,5.518,3101.091,980.394,39.821
3.883,47.217,26.953,27.100,27.539,41.895,26.953,27.002,26.953,27.100,32.568,592.236,177.100,5.322,5.469,3152.039,968.513,39.748
3.900,47.266,26.953,27.246,27.490,42.041,27.002,26.904,26.904,27.051,32.666,594.141,177.686,5.225,5.615,3104.153,997.746,39.883
3.917,47.412,26.953,27.197,27.441,42.188,26.953,26.758,27.051,27.002,32.617,593.115,177.686,5.225,5.615,3098.795,997.746,39.981
3.933,47.314,26.904,27.197,27.441,42.139,27.002,26.807,26.953,27.002,32.568,592.676,178.125,5.176,5.566,3067.560,991.516,39.927
3.950,47.510,26.904,27.100,27.490,42.139,26.855,26.855,27.051,27.051,32.520,593.994,177.393,5.371,5.469,3190.398,970.116,39.927
3.967,47.461,26.904,27.148,27.393,42.090,27.002,26.953,26.904,27.100,32.666,592.529,176.807,5.371,5.566,3182.530,984.178,39.924
3.983,47.607,27.051,27.197,27.344,42.236,26.953,26.758,26.904,27.002,32.764,590.625,176.660,5.371,5.762,3172.302,1017.866,40.055
4.000,47.607,27.051,27.148,27.490,42.236,26.807,26.904,27.051,27.002,32.520,593.555,177.686,5.371,5.518,3188.038,980.394,39.998
4.017,47.559,27.002,27.148,27.490,42.383,27.002,26.904,26.953,27.100,32.568,592.383,177.246,5.176,5.469,3066.044,969.315,40.123
4.033,47.607,26.904,27.100,27.441,42.334,27.051,26.855,26.953,26.953,32.666,591.943,177.100,5.273,5.713,3121.576,1011.751,40.108
4.050,47.656,27.002,27.100,27.441,42.334,27.002,26.953,26.904,27.051,32.520,594.873,176.953,5.322,5.469,3166.072,967.712,40.084
4.067,47.412,27.051,27.148,27.441,42.480,27.002,26.855,27.051,27.002,32.617,592.529,176.514,4.932,5.615,2922.142,991.166,40.217
4.083,47.510,27.002,27.197,27.393,42.480,26.904,26.807,27.002,26.953,32.617,590.625,176.807,5.029,5.664,2970.428,1001.444,40.208
4.100,47.510,27.051,27.100,27.539,42.383,27.002,27.002,26.953,27.051,32.617,591.211,177.393,5.127,5.566,3031.111,987.439,40.129
4.117,47.461,27.051,27.100,27.441,42.529,26.904,26.953,26.953,27.002,32.666,592.676,176.953,4.932,5.664,2922.864,1002.274,40.262
4.133,47.314,27.051,27.100,27.490,42.578,26.855,26.953,26.953,27.002,32.617,595.459,176.660,4.736,5.615,2820.289,991.988,40.299
4.150,47.363,27.002,27.100,27.441,42.725,27.002,26.855,27.051,27.002,32.617,593.701,177.539,4.639,5.615,2753.985,996.923,40.398
4.167,47.363,27.002,27.100,27.441,42.773,26.953,27.002,27.002,27.002,32.617,593.115,177.100,4.590,5.615,2722.306,994.456,40.438
4.183,47.217,27.002,27.148,27.588,42.822,26.953,27.002,27.002,27.002,32.617,592.383,177.686,4.395,5.615,2603.245,997.746,40.468
4.200,47.168,26.953,27.148,27.344,42.725,26.904,26.904,26.953,26.953,32.666,591.064,176.807,4.443,5.713,2626.312,1010.077,40.409
4.217,47.168,27.002,27.051,27.490,42.725,26.953,26.855,27.100,27.051,32.813,592.529,177.539,4.443,5.762,2632.821,1022.930,40.439
4.233,47.119,27.002,27.148,27.490,42.773,27.051,26.953,27.002,27.100,32.617,592.529,177.100,4.346,5.518,2574.956,977.161,40.436
4.250,46.973,27.002,27.295,27.539,42.822,27.051,26.855,27.002,27.002,32.715,591.357,176.953,4.150,5.713,2454.364,1010.914,40.494
4.267,47.021,27.002,27.100,27.490,42.822,26.953,26.904,27.002,26.953,32.764,591.504,175.635,4.199,5.811,2483.854,1020.534,40.519
4.283,46.924,27.002,27.148,27.539,42.822,27.002,26.904,26.953,26.904,32.666,590.625,175.928,4.102,5.762,2422.485,1013.646,40.491
4.300,46.924,27.002,27.246,27.393,42.920,26.904,27.002,26.953,27.002,32.715,590.625,176.514,4.004,5.713,2364.807,1008.403,40.572
4.317,46.875,27.051,27.197,27.490,42.920,27.002,26.904,27.148,27.100,32.764,590.039,176.514,3.955,5.664,2333.651,999.784,40.581
4.333,46.875,27.051,27.295,27.441,42.871,27.002,26.855,27.002,27.002,32.764,592.090,176.807,4.004,5.762,2370.672,1018.710,40.547
4.350,46.875,27.002,27.148,27.539,42.822,27.051,26.953,26.904,27.100,32.764,590.625,176.514,4.053,5.664,2393.646,999.784,40.508
4.367,46.875,27.051,27.100,27.490,42.969,27.002,27.100,27.002,26.953,32.861,590.625,177.100,3.906,5.908,2307.129,1046.340,40.637
4.383,46.875,27.100,27.148,27.539,43.018,26.953,27.002,27.002,27.002,32.764,593.701,176.660,3.857,5.762,2290.156,1017.866,40.666
4.400,46.875,27.100,27.148,27.637,43.018,26.953,26.953,26.953,27.002,32.666,590.918,175.342,3.857,5.664,2279.420,993.147,40.649
4.417,46.826,27.051,27.197,27.490,43.018,26.953,26.953,27.002,26.904,32.764,591.943,176.807,3.809,5.859,2254.472,1035.976,40.659
4.433,46.777,27.002,27.100,27.490,43.066,27.100,27.002,26.953,27.002,32.910,592.383,176.514,3.711,5.908,2198.296,1042.879,40.735
4.450,46.533,26.904,27.100,27.539,42.969,27.002,26.953,26.904,27.051,32.764,590.625,175.635,3.564,5.713,2105.255,1003.382,40.630
4.467,46.631,27.197,27.051,27.490,43.213,27.002,27.002,26.904,27.051,32.910,590.625,175.342,3.418,5.859,2018.738,1027.393,40.854
4.483,46.533,27.100,27.051,27.441,43.115,27.051,27.002,26.953,27.002,32.861,589.160,175.781,3.418,5.859,2013.731,1029.968,40.759
4.500,46.436,27.002,27.148,27.539,43.066,27.002,26.904,26.904,27.051,32.959,589.453,176.074,3.369,5.908,1985.950,1040.282,40.742
4.517,46.387,27.051,27.148,27.539,43.115,27.100,26.953,27.051,27.002,32.764,589.453,176.953,3.271,5.762,1928.387,1019.554,40.725
4.533,46.387,27.002,27.197,27.441,43.018,27.100,26.904,27.100,27.002,32.959,590.918,176.807,3.369,5.957,1990.886,1053.243,40.701
4.550,46.387,27.051,27.197,27.490,43.018,26.953,26.953,27.002,27.002,32.910,592.236,176.367,3.369,5.908,1995.327,1042.013,40.698
4.567,46.240,27.002,27.100,27.441,43.066,27.051,26.904,26.953,27.002,32.910,593.262,176.514,3.174,5.908,1882.911,1042.879,40.738
4.583,46.240,27.051,27.197,27.441,43.115,27.002,27.002,27.002,27.002,32.959,591.064,176.074,3.125,5.957,1847.076,1048.880,40.784
4.600,46.094,27.002,27.148,27.539,42.969,27.100,27.002,26.953,27.100,32.813,590.186,176.660,3.125,5.713,1844.330,1009.240,40.629
4.617,46.143,27.002,27.148,27.490,43.115,27.002,27.002,27.100,26.953,32.959,590.625,176.367,3.027,6.006,1788.025,1059.237,40.780
4.633,46.045,27.002,27.197,27.441,43.018,27.051,26.855,26.953,27.100,32.910,590.625,176.514,3.027,5.811,1788.025,1025.641,40.692
4.650,45.898,27.002,27.197,27.490,43.018,27.051,26.953,27.002,27.100,32.910,588.721,176.367,2.881,5.811,1696.022,1024.790,40.688
4.667,45.947,27.051,27.197,27.539,42.920,27.100,26.855,27.002,26.855,32.959,590.625,177.100,3.027,6.104,1788.025,1080.930,40.622
4.683,45.801,27.100,27.197,27.490,43.018,27.002,26.953,27.002,26.953,32.959,591.211,176.660,2.783,6.006,1645.460,1060.996,40.703
4.700,45.752,27.100,27.197,27.441,42.969,27.100,26.904,27.002,27.002,32.910,591.064,175.928,2.783,5.908,1645.052,1039.417,40.662
4.717,45.752,26.953,27.197,27.490,43.018,27.051,26.953,27.148,27.002,33.154,590.625,175.635,2.734,6.152,1614.990,1080.565,40.757
4.733,45.703,27.002,27.295,27.539,43.018,27.100,26.953,27.051,27.002,33.008,590.039,176.514,2.686,6.006,1584.578,1060.116,40.713
4.750,45.654,27.100,27.197,27.588,42.969,27.002,27.002,26.953,27.002,33.057,590.039,175.635,2.686,6.055,1584.578,1063.414,40.695
4.767,45.605,27.002,27.246,27.490,42.969,27.100,27.002,27.002,27.100,32.959,589.893,176.660,2.637,5.859,1555.381,1035.118,40.662
4.783,45.654,27.002,27.100,27.588,42.871,27.051,27.002,27.002,26.953,33.057,590.625,175.928,2.783,6.104,1643.829,1073.778,40.619
4.800,45.508,27.051,27.197,27.490,42.822,27.100,26.904,27.051,27.051,32.959,591.064,176.514,2.686,5.908,1587.331,1042.879,40.554
4.817,45.508,27.002,27.197,27.490,42.920,27.100,26.953,26.953,27.100,33.008,590.479,176.660,2.588,5.908,1528.094,1043.744,40.637
4.833,45.459,27.002,27.100,27.490,42.822,27.051,27.002,26.904,27.100,33.203,592.969,176.660,2.637,6.104,1563.492,1078.248,40.614
4.850,45.410,27.051,27.295,27.588,42.871,27.002,26.953,27.002,27.100,33.154,590.625,175.635,2.539,6.055,1499.634,1063.414,40.644
4.867,45.459,27.002,27.197,27.490,42.725,27.002,27.051,26.953,27.051,33.203,590.625,176.074,2.734,6.152,1614.990,1083.269,40.538
4.883,45.361,27.051,27.246,27.588,42.822,26.953,27.002,27.100,27.002,32.959,590.771,175.781,2.539,5.957,1500.006,1047.134,40.560
4.900,45.361,27.051,27.197,27.490,42.725,26.953,27.002,26.953,26.953,33.154,592.236,175.049,2.637,6.201,1561.561,1085.508,40.541
4.917,45.361,27.100,27.197,27.441,42.773,27.051,27.002,26.953,27.002,33.154,590.332,177.100,2.588,6.152,1527.715,1089.578,40.554
4.933,45.313,27.051,27.100,27.539,42.725,27.148,26.953,27.051,27.002,33.008,590.479,176.953,2.588,6.006,1528.094,1062.756,40.484
4.950,45.215,27.148,27.246,27.539,42.773,26.904,27.002,27.148,27.100,33.105,591.650,176.367,2.441,6.006,1444.459,1059.237,40.553
4.967,45.313,27.148,27.246,27.490,42.578,27.148,26.904,26.855,27.051,33.057,591.504,176.514,2.734,6.006,1617.393,1060.116,40.390
4.983,45.313,27.051,27.148,27.588,42.627,27.051,27.100,27.002,27.051,33.105,590.332,176.367,2.686,6.055,1585.364,1067.848,40.437
5.000,45.264,27.100,27.148,27.490,42.627,27.100,27.002,27.002,27.100,33.057,590.771,176.514,2.637,5.957,1557.698,1051.497,40.425
5.017,45.068,27.051,27.148,27.539,42.627,27.100,27.002,27.100,27.100,33.057,592.383,175.928,2.441,5.957,1446.247,1048.007,40.436
5.033,45.117,27.100,27.197,27.490,42.578,27.100,27.100,27.051,27.002,33.105,591.797,176.074,2.539,6.104,1502.609,1074.672,40.406
5.050,45.117,27.002,27.295,27.441,42.578,27.051,27.100,27.051,26.953,33.057,590.039,175.635,2.539,6.104,1498.146,1071.990,40.394
5.067,45.068,27.002,27.148,27.588,42.578,27.051,27.100,27.002,27.051,33.154,590.625,175.635,2.490,6.104,1470.795,1071.990,40.418
5.083,45.068,27.100,27.148,27.490,42.529,27.100,26.953,27.002,27.148,33.008,588.867,175.195,2.539,5.859,1495.171,1026.535,40.346
5.100,45.020,27.100,27.197,27.588,42.676,27.100,27.051,26.953,27.051,33.105,590.332,175.781,2.344,6.055,1383.591,1064.301,40.480
5.117,45.020,27.002,27.197,27.588,42.480,27.100,27.002,27.002,27.051,33.057,590.332,175.488,2.539,6.006,1498.890,1053.958,40.321
5.133,45.166,27.051,27.100,27.539,42.432,27.051,27.002,26.904,27.051,33.154,590.771,175.928,2.734,6.104,1615.391,1073.778,40.303
5.150,45.166,27.100,27.148,27.539,42.432,27.002,27.051,27.051,27.100,33.154,589.746,175.928,2.734,6.055,1612.587,1065.187,40.300
5.167,45.166,27.100,27.246,27.441,42.383,27.100,26.953,27.002,27.051,33.008,591.650,175.781,2.783,5.957,1646.683,1047.134,40.235
5.183,45.117,27.100,27.100,27.490,42.432,27.148,27.002,26.904,27.051,33.105,592.090,176.514,2.686,6.055,1590.085,1068.735,40.290
5.200,45.117,27.100,27.197,27.539,42.334,27.100,26.953,27.051,27.002,33.105,591.504,175.635,2.783,6.104,1646.276,1071.990,40.221
5.217,45.117,27.051,27.148,27.539,42.334,27.051,27.051,27.100,27.002,33.057,590.625,175.049,2.783,6.055,1643.829,1059.866,40.213
5.233,45.313,27.002,27.197,27.490,42.383,27.051,27.002,27.051,27.002,33.252,590.625,175.342,2.930,6.250,1730.347,1095.886,40.293
5.250,45.459,27.100,27.148,27.539,42.285,27.197,27.002,26.953,27.100,33.057,591.211,176.074,3.174,5.957,1876.402,1048.880,40.167
5.267,45.508,27.100,27.197,27.539,42.285,27.100,26.855,27.051,27.100,33.057,591.650,175.635,3.223,5.957,1906.686,1046.262,40.173
5.283,45.703,27.051,27.148,27.441,42.334,27.051,27.051,27.051,27.002,33.057,592.383,176.367,3.369,6.055,1995.821,1067.848,40.206
5.300,45.752,27.148,27.197,27.490,42.236,26.953,26.855,27.051,27.100,33.154,593.262,175.635,3.516,6.055,2085.686,1063.414,40.162
5.317,45.850,27.100,27.246,27.637,42.236,27.002,27.051,27.002,27.051,33.008,591.650,175.635,3.613,5.957,2137.799,1046.262,40.124
5.333,46.094,27.002,27.148,27.539,42.236,27.051,27.002,27.051,27.002,33.105,592.090,176.660,3.857,6.104,2283.940,1078.248,40.138
5.350,46.143,27.148,27.197,27.588,42.139,27.002,27.002,27.002,27.148,33.057,592.529,176.660,4.004,5.908,2372.432,1043.744,40.053
5.367,46.143,27.148,27.100,27.539,42.188,27.051,27.051,27.051,27.002,33.057,592.822,176.807,3.955,6.055,2344.658,1070.509,40.090
5.383,46.387,27.002,27.246,27.588,42.236,26.953,27.002,27.002,27.002,33.008,592.090,175.342,4.150,6.006,2457.404,1053.078,40.128
5.400,46.631,27.100,27.246,27.441,42.188,27.100,27.002,27.051,27.148,32.959,591.357,175.195,4.443,5.811,2627.614,1017.981,40.078
5.417,46.631,27.100,27.197,27.686,42.236,27.100,27.100,26.904,27.051,33.105,590.625,174.756,4.395,6.055,2595.520,1058.092,40.152
5.433,46.777,27.051,27.197,27.490,42.188,27.051,27.051,27.051,27.051,33.008,591.211,175.195,4.590,5.957,2713.566,1043.644,40.089
5.450,46.875,27.002,27.197,27.539,42.285,27.051,27.051,27.002,27.051,33.057,592.383,175.488,4.590,6.006,2718.945,1053.958,40.176
5.467,46.875,27.002,27.246,27.539,42.139,27.100,27.002,27.002,27.051,33.008,595.166,175.635,4.736,5.957,2818.902,1046.262,40.058
5.483,46.875,27.051,27.295,27.588,42.236,26.953,27.100,27.051,27.051,33.057,592.236,175.488,4.639,6.006,2747.190,1053.958,40.138
5.500,47.070,27.100,27.246,27.588,42.285,27.051,26.953,27.002,27.100,33.008,594.141,175.928,4.785,5.908,2843.056,1039.417,40.166
5.517,47.119,27.051,27.148,27.588,42.236,27.100,27.002,27.051,27.051,33.057,591.943,176.660,4.883,6.006,2890.348,1060.996,40.126
5.533,47.266,27.100,27.197,27.490,42.285,27.051,26.953,27.100,27.100,33.008,592.529,175.928,4.980,5.908,2951.074,1039.417,40.161
5.550,47.461,27.100,27.197,27.393,42.334,27.051,27.100,27.002,27.051,33.008,593.555,175.928,5.127,5.957,3043.127,1048.007,40.202
5.567,47.510,27.002,27.197,27.490,42.285,27.002,26.953,27.100,27.197,32.910,593.408,175.928,5.225,5.713,3100.326,1005.056,40.141
5.583,47.656,27.100,27.246,27.539,42.334,27.100,27.051,27.148,27.100,33.008,594.580,176.367,5.322,5.908,3164.513,1042.013,40.200
5.600,47.754,27.100,27.148,27.588,42.334,27.051,27.002,27.002,27.002,32.959,593.555,176.074,5.420,5.957,3217.020,1048.880,40.189
5.617,47.754,27.002,27.344,27.539,42.334,27.051,27.051,27.002,27.100,33.008,592.822,174.170,5.420,5.908,3213.050,1029.031,40.216
5.633,48.047,27.246,27.148,27.490,42.480,27.051,27.051,27.002,27.051,32.959,593.408,174.756,5.566,5.908,3303.151,1032.493,40.314
5.650,48.096,27.051,27.197,27.588,42.578,27.051,27.002,27.051,27.148,32.910,593.994,175.928,5.518,5.762,3277.409,1013.646,40.369
5.667,48.242,27.051,27.148,27.637,42.383,27.100,27.051,27.002,27.246,32.959,591.650,176.074,5.859,5.713,3466.702,1005.893,40.221
5.683,48.340,27.100,27.295,27.637,42.627,27.100,27.051,27.002,27.148,33.008,591.797,175.928,5.713,5.859,3380.871,1030.827,40.423
5.700,48.535,27.002,27.246,27.539,42.529,27.100,27.148,27.051,27.051,32.910,590.625,175.342,6.006,5.859,3547.211,1027.393,40.327
5.717,48.584,27.100,27.246,27.588,42.578,27.100,26.904,27.100,27.100,33.057,592.090,175.781,6.006,5.957,3556.008,1047.134,40.398
5.733,48.633,27.051,27.295,27.588,42.676,27.100,27.051,27.002,27.002,32.959,591.943,175.635,5.957,5.957,3526.225,1046.262,40.452
5.750,48.828,27.197,27.246,27.490,42.725,27.002,27.002,27.051,27.100,33.008,591.064,176.074,6.104,5.908,3607.571,1040.282,40.494
5.767,48.877,27.100,27.197,27.637,42.871,27.100,26.953,27.100,27.002,32.959,590.625,175.635,6.006,5.957,3547.211,1046.262,40.599
5.783,48.877,27.051,27.246,27.490,42.871,27.051,27.051,27.100,27.051,32.959,590.625,175.928,6.006,5.908,3547.211,1039.417,40.596
5.800,48.828,27.002,27.246,27.490,42.822,27.197,27.002,27.051,27.148,32.910,590.332,175.781,6.006,5.762,3545.451,1012.802,40.548
5.817,49.023,27.051,27.246,27.490,42.871,27.148,26.953,27.002,27.100,32.910,590.625,175.049,6.152,5.811,3633.728,1017.129,40.594
5.833,49.121,27.051,27.197,27.588,42.920,27.100,27.148,27.100,27.148,32.959,589.893,174.609,6.201,5.811,3658.025,1014.576,40.645
5.850,49.121,27.148,27.100,27.539,43.018,27.002,27.051,27.051,27.100,33.057,592.529,175.635,6.104,5.957,3616.512,1046.262,40.740
5.867,49.170,27.051,27.246,27.588,43.066,27.051,27.002,27.002,27.100,32.959,590.625,176.660,6.104,5.859,3604.889,1035.118,40.739
5.883,49.316,27.148,27.197,27.637,43.213,27.100,27.002,27.002,27.197,32.959,590.625,175.781,6.104,5.762,3604.889,1012.802,40.861
5.900,49.170,27.051,27.295,27.539,43.164,27.051,26.953,27.051,27.197,32.959,591.504,175.342,6.006,5.762,3552.489,1010.270,40.831
5.917,49.268,27.051,27.246,27.441,43.311,27.148,27.197,27.002,27.100,33.008,590.625,175.342,5.957,5.908,3518.372,1035.955,40.952
5.933,49.219,27.100,27.197,27.686,43.311,27.002,26.953,27.002,27.002,32.959,589.746,175.342,5.908,5.957,3484.340,1044.517,40.938
5.950,49.219,27.100,27.197,27.539,43.408,27.100,27.002,27.002,27.148,32.959,590.479,175.635,5.811,5.811,3431.003,1020.534,41.013
5.967,49.268,27.051,27.246,27.539,43.408,27.002,27.051,27.051,27.051,33.008,590.625,175.488,5.859,5.957,3460.693,1045.389,41.026
5.983,49.170,27.197,27.246,27.539,43.506,27.051,27.051,27.100,27.100,33.008,591.650,175.342,5.664,5.908,3351.145,1035.955,41.106
6.000,49.072,27.100,27.100,27.539,43.555,27.197,27.148,26.953,27.100,32.959,590.625,175.635,5.518,5.859,3258.820,1029.110,41.126
6.017,49.121,27.100,27.295,27.490,43.555,27.148,27.051,27.002,27.100,32.959,591.211,175.635,5.566,5.859,3290.920,1029.110,41.128
6.033,49.170,27.148,27.344,27.539,43.604,27.148,27.002,27.051,27.148,32.959,591.064,175.781,5.566,5.811,3290.105,1021.385,41.164
6.050,49.023,27.051,27.295,27.539,43.701,27.100,26.953,27.051,27.100,33.008,592.822,176.660,5.322,5.908,3155.158,1043.744,41.246
6.067,48.877,27.100,27.246,27.393,43.750,27.002,27.002,27.100,27.002,33.008,593.262,175.781,5.127,6.006,3041.625,1055.717,41.295
6.083,48.926,26.904,27.295,27.539,43.750,27.197,27.002,27.100,27.051,33.008,591.064,175.195,5.176,5.957,3059.220,1043.644,41.294
6.100,48.779,27.002,27.295,27.539,43.750,27.197,27.002,27.002,27.197,33.057,590.625,175.781,5.029,5.859,2970.428,1029.968,41.297
6.117,48.633,27.148,27.295,27.588,43.750,27.100,26.953,27.100,27.148,33.057,590.186,175.635,4.883,5.908,2881.765,1037.686,41.298
6.133,48.584,27.002,27.246,27.637,43.750,27.100,27.100,27.051,27.051,33.154,593.555,176.221,4.834,6.104,2869.234,1075.566,41.324
6.150,48.584,27.100,27.100,27.539,43.750,27.002,27.051,27.002,27.100,33.154,592.676,175.781,4.834,6.055,2864.985,1064.301,41.326
6.167,48.438,27.100,27.246,27.539,43.750,27.100,27.051,26.904,27.051,33.154,593.408,175.049,4.688,6.104,2781.601,1068.413,41.336
6.183,48.389,27.100,27.344,27.539,43.750,27.100,27.002,27.002,27.148,33.057,591.797,172.412,4.639,5.908,2745.152,1018.646,41.337
6.200,48.193,27.051,27.197,27.539,43.750,27.100,26.953,27.002,27.197,33.203,590.625,171.533,4.443,6.006,2624.359,1030.204,41.376
6.217,48.145,27.148,27.246,27.539,43.799,27.051,27.002,27.002,27.051,33.154,590.332,171.973,4.346,6.104,2565.408,1049.638,41.397
6.233,48.096,27.197,27.246,27.588,43.799,27.148,27.051,27.100,26.904,33.154,590.918,171.826,4.297,6.250,2539.101,1073.914,41.401
6.250,47.998,27.002,27.344,27.637,43.799,27.051,27.002,27.148,27.002,33.154,591.504,171.680,4.199,6.152,2483.854,1056.232,41.404
