Time,T1,T5,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
[min],°C,°C,°C,°C,l/h,l/h,°C,°C,kcal,kcal,°C
1.283,50.342,43.115,21.875,33.594,549.316,159.229,7.227,11.719,3969.669,1865.959,40.976
1.3,51.025,43.066,21.875,33.594,548.73,158.936,7.959,11.719,4367.337,1862.526,40.939
1.317,50.684,42.285,21.533,33.496,546.68,159.375,8.398,11.963,4591.255,1906.586,40.301
1.333,50,43.311,21.875,33.74,544.629,159.375,6.689,11.865,3643.27,1891.022,41.144
1.35,50.342,43.701,21.875,33.643,547.705,159.229,6.641,11.768,3637.104,1873.734,41.436
1.367,50.537,43.164,21.875,33.496,546.24,159.375,7.373,11.621,4027.455,1852.112,40.98
1.383,50.049,43.75,21.875,34.326,546.387,159.375,6.299,12.451,3441.596,1984.406,41.622
1.4,50.488,42.432,21.875,33.74,546.826,159.375,8.057,11.865,4405.582,1891.022,40.47
1.417,50,42.529,21.875,33.35,547.412,159.375,7.471,11.475,4089.553,1828.766,40.459
1.433,51.025,43.164,21.875,33.74,545.947,159.375,7.861,11.865,4291.871,1891.022,41.035
1.45,50.732,43.75,21.875,33.545,547.852,159.375,6.982,11.67,3825.331,1859.894,41.45
1.467,50.488,43.311,21.875,33.984,547.412,159.082,7.178,12.109,3929.179,1926.384,41.211
1.483,50.83,43.066,22.119,33.643,546.094,159.375,7.764,11.523,4239.693,1836.548,40.937
1.5,50.781,43.799,20.898,33.789,546.973,159.375,6.982,12.891,3819.194,2054.443,41.54
1.517,50.83,42.432,21.826,33.936,546.973,159.375,8.398,12.109,4593.716,1929.932,40.515
1.533,50.879,43.506,22.021,33.838,545.361,159.375,7.373,11.816,4020.975,1883.24,41.319
1.55,50.293,43.604,22.217,33.643,546.533,159.229,6.689,11.426,3656.008,1819.31,41.356
1.567,51.709,43.408,21.777,34.375,548.145,159.521,8.301,12.598,4550.028,2009.597,41.372
1.583,50.977,43.408,21.631,32.764,546.094,159.375,7.568,11.133,4133.034,1774.292,41.003
1.6,50.928,43.506,22.07,33.105,546.094,158.789,7.422,11.035,4053.04,1752.262,41.163
1.617,51.855,43.896,21.875,33.838,546.973,159.082,7.959,11.963,4353.347,1903.081,41.63
1.633,51.172,43.311,21.875,33.936,544.629,159.229,7.861,12.061,4281.507,1920.383,41.19
1.65,50.928,44.189,21.875,34.082,544.775,159.229,6.738,12.207,3670.85,1943.707,41.903
1.667,50.781,43.359,21.826,33.887,545.068,158.936,7.422,12.061,4045.429,1916.85,41.221
1.683,51.855,43.359,21.826,33.936,544.775,159.229,8.496,12.109,4628.463,1928.158,41.228
1.7,51.27,43.604,22.363,34.277,546.826,159.229,7.666,11.914,4191.978,1897.058,41.5
1.717,50.537,43.701,21.826,33.984,544.629,158.936,6.836,12.158,3723.049,1932.371,41.506
1.733,51.318,43.896,21.338,34.033,544.482,158.789,7.422,12.695,4041.08,2015.877,41.669
1.75,51.465,42.871,21.729,34.033,544.336,159.668,8.594,12.305,4677.887,1964.664,40.867
1.767,51.416,43.75,21.826,34.131,546.24,159.375,7.666,12.305,4187.486,1961.06,41.577
1.783,51.514,43.75,21.875,33.789,544.189,159.375,7.764,11.914,4224.908,1898.804,41.494
1.8,50.928,43.75,21.875,34.18,544.336,159.082,7.178,12.305,3907.099,1957.455,41.586
1.817,51.953,43.75,21.533,33.936,545.215,158.35,8.203,12.402,4472.466,1963.906,41.541
1.833,52.295,43.75,21.875,34.375,544.482,158.643,8.545,12.5,4652.56,1983.032,41.635
1.85,52.246,43.75,21.875,34.131,544.482,159.375,8.496,12.256,4625.974,1953.278,41.572
1.867,51.221,43.75,20.85,33.984,546.826,159.229,7.471,13.135,4085.176,2091.429,41.548
1.883,51.66,43.896,21.875,34.375,546.533,159.375,7.764,12.5,4243.104,1992.188,41.747
1.9,52.246,43.75,21.875,34.326,547.412,158.35,8.496,12.451,4650.865,1971.638,41.636
1.917,51.709,43.75,21.875,34.326,544.775,157.764,7.959,12.451,4335.859,1964.343,41.634
1.933,52.002,43.799,21.875,34.375,546.094,158.643,8.203,12.5,4479.675,1983.032,41.677
1.95,51.807,43.994,22.021,34.277,545.654,159.375,7.813,12.256,4262.924,1953.278,41.798
1.967,51.123,44.336,22.461,34.326,546.094,159.375,6.787,11.865,3706.398,1891.022,42.075
1.983,51.855,43.799,21.875,33.203,545.654,158.496,8.057,11.328,4396.141,1795.464,41.414
2,52.393,44.336,21.387,34.277,546.094,159.082,8.057,12.891,4399.681,2050.667,42.067
2.017,51.904,43.994,21.875,34.375,546.973,158.789,7.91,12.5,4326.639,1984.863,41.83
2.033,52.539,44.385,21.924,34.375,544.775,159.375,8.154,12.451,4442.26,1984.406,42.119
2.05,51.904,44.287,21.875,34.082,547.266,158.35,7.617,12.207,4168.625,1932.979,41.997
2.067,52.002,45.264,21.875,34.277,546.24,158.643,6.738,12.402,3680.72,1967.54,42.791
2.083,51.953,43.799,21.875,34.375,543.604,159.375,8.154,12.5,4432.704,1992.188,41.662
2.1,52.148,43.75,21.484,34.326,543.75,159.082,8.398,12.842,4566.65,2042.899,41.617
2.117,51.953,43.994,21.875,34.375,545.508,158.936,7.959,12.5,4341.688,1986.694,41.824
2.133,52.148,44.287,21.875,34.375,546.387,158.789,7.861,12.5,4295.325,1984.863,42.055
2.15,52.148,44.189,21.875,34.375,545.361,158.35,7.959,12.5,4340.522,1979.37,41.981
2.167,51.855,44.141,21.875,34.326,544.775,158.496,7.715,12.451,4202.857,1973.462,41.929
2.183,52.295,44.482,21.875,34.277,543.896,158.496,7.813,12.402,4249.191,1965.723,42.18
2.2,51.758,44.287,21.875,34.375,543.457,158.203,7.471,12.5,4060.006,1977.539,42.052
2.217,52.49,44.092,21.777,34.375,543.75,158.203,8.398,12.598,4566.65,1992.989,41.902
2.233,52.344,44.336,21.875,34.424,545.654,159.375,8.008,12.549,4369.497,1999.969,42.095
2.25,52.002,44.434,21.875,34.375,545.361,158.496,7.568,12.5,4127.491,1981.201,42.169
2.267,52.295,44.971,22.412,35.156,542.578,159.082,7.324,12.744,3973.961,2027.364,42.746
2.283,53.027,44.434,21.875,33.936,543.457,158.789,8.594,12.061,4670.334,1915.083,42.06
2.3,53.076,43.75,21.094,34.375,543.164,159.082,9.326,13.281,5065.641,2112.808,41.626
2.317,52.49,44.434,22.754,34.375,541.553,158.496,8.057,11.621,4363.096,1841.898,42.156
2.333,52.393,44.434,22.021,34.375,541.26,157.764,7.959,12.354,4307.878,1948.936,42.163
2.35,52.49,44.482,21.875,34.473,542.432,158.35,8.008,12.598,4343.691,1994.834,42.221
2.367,52.148,43.945,22.217,34.375,542.432,157.764,8.203,12.158,4449.635,1918.123,41.789
2.383,52.539,44.434,21.387,34.375,540.088,156.299,8.105,12.988,4377.666,2030.053,42.176
2.4,51.807,44.141,20.898,34.814,538.623,156.738,7.666,13.916,4129.093,2181.172,42.038
2.417,52.441,44.434,21.973,33.838,537.451,157.471,8.008,11.865,4303.808,1868.427,42.033
2.433,52.734,44.629,21.875,33.789,537.451,156.299,8.105,11.914,4356.294,1862.154,42.187
2.45,52.49,45.313,21.143,35.254,537.158,156.299,7.178,14.111,3855.579,2205.584,43.045
2.467,53.027,45.02,22.607,35.059,536.719,157.764,8.008,12.451,4297.943,1964.343,42.757
2.483,52.832,44.531,22.607,34.57,537.598,157.617,8.301,11.963,4462.481,1885.557,42.273
2.5,52.393,44.531,21.436,34.668,537.744,156.592,7.861,13.232,4227.383,2072.089,42.307
2.517,52.881,44.678,20.947,34.766,537.305,157.91,8.203,13.818,4407.578,2182.059,42.426
2.533,52.783,44.287,21.875,34.863,540.527,155.859,8.496,12.988,4592.371,2024.345,42.178
2.55,53.027,44.824,21.875,35.01,541.406,155.713,8.203,13.135,4441.223,2045.252,42.632
2.567,52.783,44.971,21.875,34.375,539.502,154.98,7.813,12.5,4214.859,1937.256,42.606
2.583,52.197,44.287,21.631,34.912,540.527,155.127,7.91,13.281,4275.656,2060.28,42.197
2.6,53.467,44.727,21.875,34.717,536.865,155.127,8.74,12.842,4692.328,1992.109,42.483
2.617,53.076,44.922,22.314,34.521,535.693,154.98,8.154,12.207,4368.203,1891.851,42.588
2.633,53.125,44.775,21.875,34.375,535.84,153.662,8.35,12.5,4474.053,1920.776,42.458
