Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
3.183,32.422,26.318,26.465,26.758,31.445,26.221,26.367,26.318,26.270,28.125,590.039,236.719,0.977,1.855,576.210,439.224,30.495
3.200,32.422,26.318,26.465,26.709,31.445,26.367,26.270,26.318,26.416,28.125,590.625,236.426,0.977,1.709,576.782,404.048,30.496
3.217,32.568,26.123,26.416,26.758,31.445,26.367,26.221,26.318,26.270,28.125,590.332,237.305,1.123,1.855,662.971,440.311,30.493
3.233,32.520,26.318,26.514,26.807,31.299,26.270,26.416,26.270,26.465,28.125,590.625,238.037,1.221,1.660,720.978,395.179,30.387
3.250,32.471,26.318,26.563,26.709,31.494,26.270,26.172,26.318,26.367,28.125,588.281,237.451,0.977,1.758,574.493,417.395,30.525
3.267,32.422,26.318,26.514,26.758,31.396,26.270,26.270,26.270,26.416,28.125,590.039,236.572,1.025,1.709,605.021,404.298,30.460
3.283,32.471,26.318,26.563,26.660,31.348,26.318,26.172,26.416,26.318,28.125,590.625,235.400,1.123,1.807,663.300,425.284,30.429
3.300,32.471,26.367,26.611,26.709,31.348,26.416,26.172,26.416,26.270,28.125,590.625,235.986,1.123,1.855,663.300,437.865,30.428
3.317,32.471,26.318,26.563,26.855,31.348,26.367,26.416,26.318,26.318,28.125,590.625,236.426,1.123,1.807,663.300,427.136,30.426
3.333,32.471,26.318,26.465,26.807,31.299,26.318,26.318,26.367,26.270,28.125,590.479,237.158,1.172,1.855,691.967,440.040,30.389
3.350,32.373,26.318,26.563,26.807,31.348,26.318,26.172,26.318,26.318,28.125,590.625,236.572,1.025,1.807,605.621,427.401,30.426
3.367,32.520,26.514,26.416,26.855,31.348,26.318,26.221,26.270,26.367,28.125,590.625,236.865,1.172,1.758,692.139,416.365,30.425
3.383,32.471,26.270,26.465,26.807,31.348,26.318,26.318,26.221,26.367,28.125,590.918,237.451,1.123,1.758,663.629,417.395,30.424
3.400,32.471,26.172,26.465,26.758,31.445,26.367,26.172,26.318,26.416,28.125,590.625,236.133,1.025,1.709,605.621,403.547,30.497
3.417,32.568,26.318,26.514,26.807,31.396,26.318,26.270,26.416,26.318,28.125,590.332,235.107,1.172,1.807,691.795,424.755,30.465
3.433,32.471,26.318,26.611,26.758,31.396,26.367,26.270,26.318,26.367,28.125,590.479,236.279,1.074,1.758,634.303,415.335,30.462
3.450,32.520,26.270,26.465,26.807,31.494,26.221,26.318,26.270,26.514,28.125,591.797,236.865,1.025,1.611,606.823,381.668,30.531
3.467,32.422,26.367,26.465,26.758,31.396,26.318,26.318,26.270,26.318,28.125,592.529,237.451,1.025,1.807,607.574,428.989,30.461
3.483,32.520,26.318,26.416,26.855,31.348,26.367,26.318,26.221,26.367,28.125,595.605,237.158,1.172,1.758,697.975,416.880,30.430
3.500,32.471,26.416,26.611,26.807,31.299,26.318,26.270,26.172,26.318,28.125,592.383,236.719,1.172,1.807,694.199,427.666,30.393
3.517,32.422,26.416,26.611,26.807,31.396,26.367,26.318,26.221,26.318,28.125,592.383,237.158,1.025,1.807,607.424,428.460,30.461
3.533,32.568,26.367,26.465,26.855,31.299,26.465,26.367,26.270,26.416,28.125,591.357,237.158,1.270,1.709,750.747,405.300,30.390
3.550,32.520,26.318,26.416,26.758,31.445,26.367,26.270,26.270,26.416,28.125,590.039,237.012,1.074,1.709,633.831,405.049,30.494
3.567,32.520,26.367,26.563,26.660,31.299,26.270,26.270,26.318,26.270,28.125,590.918,235.840,1.221,1.855,721.335,437.593,30.393
3.583,32.422,26.367,26.465,26.758,31.396,26.416,26.270,26.270,26.416,28.125,590.771,236.133,1.025,1.709,605.772,403.547,30.462
3.600,32.471,26.367,26.514,26.904,31.348,26.318,26.221,26.367,26.318,28.125,591.211,236.279,1.123,1.807,663.958,426.872,30.427
3.617,32.422,26.367,26.563,26.758,31.250,26.270,26.318,26.172,26.318,28.125,591.650,235.547,1.172,1.807,693.340,425.549,30.360
3.633,32.520,26.367,26.514,26.807,31.348,26.318,26.270,26.367,26.221,28.125,591.064,235.107,1.172,1.904,692.654,447.714,30.431
3.650,32.422,26.270,26.563,26.807,31.299,26.367,26.367,26.367,26.318,28.125,591.650,235.254,1.123,1.807,664.451,425.019,30.396
3.667,32.471,26.318,26.563,26.855,31.396,26.416,26.270,26.221,26.367,28.125,594.873,235.547,1.074,1.758,639.024,414.047,30.469
3.683,32.471,26.318,26.563,26.855,31.348,26.416,26.318,26.270,26.416,28.125,593.115,235.107,1.123,1.709,666.096,401.795,30.433
3.700,32.471,26.367,26.514,26.807,31.396,26.318,26.270,26.221,26.318,28.125,592.529,234.375,1.074,1.807,636.506,423.431,30.469
3.717,32.471,26.318,26.563,26.807,31.348,26.318,26.318,26.318,26.318,28.125,592.969,234.668,1.123,1.807,665.932,423.961,30.434
3.733,32.471,26.318,26.514,26.855,31.445,26.367,26.270,26.270,26.367,28.125,590.625,234.521,1.025,1.758,605.621,412.245,30.502
3.750,32.422,26.367,26.758,26.807,31.396,26.318,26.270,26.318,26.318,28.125,592.969,234.375,1.025,1.807,608.025,423.431,30.470
3.767,32.373,26.416,26.416,26.807,31.299,26.416,26.416,26.172,26.270,28.125,593.262,234.375,1.074,1.855,637.293,434.875,30.400
3.783,32.520,26.416,26.465,26.807,31.299,26.318,26.270,26.221,26.172,28.125,592.676,234.375,1.221,1.953,723.481,457.764,30.399
3.800,32.471,26.416,26.514,26.855,31.348,26.318,26.318,26.270,26.270,28.125,593.701,234.082,1.123,1.855,666.754,434.332,30.436
3.817,32.422,26.318,26.514,26.611,31.396,26.318,26.270,26.318,26.270,28.125,591.943,234.375,1.025,1.855,606.973,434.875,30.469
3.833,32.422,26.367,26.563,26.855,31.299,26.416,26.416,26.416,26.318,28.125,590.625,233.643,1.123,1.807,663.300,422.108,30.399
3.850,32.422,26.270,26.611,26.758,31.348,26.318,26.318,26.318,26.416,28.125,592.236,233.936,1.074,1.709,636.191,399.792,30.435
3.867,32.373,26.416,26.465,26.904,31.348,26.318,26.367,26.367,26.270,28.125,592.236,234.375,1.025,1.855,607.274,434.875,30.434
3.883,32.520,26.318,26.514,26.807,31.348,26.367,26.221,26.318,26.367,28.125,590.186,234.375,1.172,1.758,691.624,411.987,30.432
3.900,32.568,26.318,26.611,26.758,31.348,26.416,26.318,26.221,26.318,28.125,590.918,234.375,1.221,1.807,721.335,423.431,30.432
3.917,32.422,26.367,26.465,26.904,31.445,26.367,26.270,26.318,26.416,28.125,592.676,234.375,0.977,1.709,578.785,400.543,30.504
3.933,32.422,26.416,26.465,26.904,31.396,26.318,26.318,26.270,26.221,28.125,591.357,234.375,1.025,1.904,606.372,446.320,30.468
3.950,32.520,26.416,26.563,26.855,31.299,26.465,26.318,26.270,26.318,28.125,592.969,234.375,1.221,1.807,723.839,423.431,30.400
3.967,32.471,26.367,26.514,26.709,31.396,26.367,26.318,26.367,26.270,28.125,592.529,234.375,1.074,1.855,636.506,434.875,30.469
3.983,32.422,26.416,26.514,26.807,31.299,26.416,26.318,26.367,26.270,28.125,590.625,234.082,1.123,1.855,663.300,434.332,30.398
4.000,32.520,26.416,26.514,26.807,31.445,26.367,26.318,26.221,26.221,28.125,593.848,233.057,1.074,1.904,637.922,443.809,30.510
4.017,32.422,26.318,26.563,26.758,31.396,26.270,26.367,26.367,26.270,28.125,591.797,234.375,1.025,1.855,606.823,434.875,30.468
4.033,32.471,26.367,26.514,26.807,31.348,26.367,26.270,26.270,26.318,28.125,591.943,234.229,1.123,1.807,664.780,423.167,30.434
4.050,32.471,26.416,26.563,26.709,31.348,26.270,26.270,26.123,26.270,28.125,590.771,234.229,1.123,1.855,663.464,434.604,30.433
4.067,32.471,26.318,26.514,26.807,31.396,26.416,26.367,26.270,26.221,28.125,590.918,234.229,1.074,1.904,634.775,446.041,30.468
4.083,32.471,26.465,26.514,26.807,31.396,26.367,26.367,26.318,26.318,28.125,591.650,234.082,1.074,1.807,635.562,422.902,30.469
4.100,32.471,26.270,26.563,26.904,31.348,26.367,26.367,26.318,26.367,28.125,590.625,234.229,1.123,1.758,663.300,411.730,30.433
4.117,32.471,26.416,26.611,26.855,31.348,26.367,26.416,26.221,26.270,28.125,590.625,234.375,1.123,1.855,663.300,434.875,30.432
4.133,32.422,26.318,26.611,26.807,31.396,26.367,26.318,26.416,26.318,28.125,590.771,234.375,1.025,1.807,605.772,423.431,30.467
4.150,32.373,26.270,26.514,26.855,31.348,26.465,26.318,26.270,26.270,28.125,590.625,235.254,1.025,1.855,605.621,436.506,30.430
4.167,32.471,26.367,26.611,26.855,31.396,26.270,26.270,26.270,26.318,28.125,590.625,234.229,1.074,1.807,634.460,423.167,30.468
4.183,32.520,26.416,26.514,26.709,31.348,26.416,26.270,26.318,26.367,28.125,591.650,234.375,1.172,1.758,693.340,411.987,30.433
4.200,32.471,26.318,26.563,26.855,31.250,26.367,26.318,26.318,26.367,28.125,590.625,233.643,1.221,1.758,720.978,410.700,30.364
4.217,32.471,26.416,26.465,26.855,31.348,26.367,26.367,26.123,26.270,28.125,590.625,233.350,1.123,1.855,663.300,432.973,30.435
4.233,32.471,26.416,26.563,26.807,31.445,26.367,26.465,26.270,26.172,28.125,590.625,233.789,1.025,1.953,605.621,456.619,30.504
4.250,32.471,26.416,26.611,26.855,31.348,26.416,26.367,26.221,26.318,28.125,591.357,234.229,1.123,1.807,664.122,423.167,30.433
4.267,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.283,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.300,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.317,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.333,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.350,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.367,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.383,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.400,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.417,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.433,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.450,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.467,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.483,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.500,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.517,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.533,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.550,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.567,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.583,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.600,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.617,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.633,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.650,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.667,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.683,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.700,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.717,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.733,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.750,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.767,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.783,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.800,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.817,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.833,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.850,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.867,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.883,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.900,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.917,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.933,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.950,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.967,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
4.983,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.017,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.033,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.050,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.067,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.083,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.100,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.117,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.133,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.150,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.167,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.183,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.200,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.217,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.233,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.250,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.267,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.283,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.300,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.317,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.333,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.350,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.367,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.383,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.400,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.417,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.433,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.450,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.467,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.483,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.500,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.517,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.533,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.550,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.567,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.583,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.600,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.617,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.633,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.650,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.667,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.683,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.700,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.717,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.733,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.750,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.767,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.783,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.800,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.817,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.833,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.850,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.867,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.883,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.900,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.917,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.933,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.950,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.967,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
5.983,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
