Time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Q1,Q2,Dt1,Dt2,C1,C2,TE
1.417,33.740,26.221,26.416,26.611,32.666,25.879,25.879,26.074,26.367,27.881,592.529,240.527,1.074,1.514,636.506,364.079,31.284
1.433,33.740,26.172,26.465,26.709,32.715,25.928,25.879,26.123,26.318,27.832,590.771,239.209,1.025,1.514,605.772,362.084,31.308
1.450,33.594,26.270,26.318,26.660,32.568,25.781,25.928,26.123,26.270,27.930,590.771,239.355,1.025,1.660,605.772,397.367,31.231
1.467,33.594,26.123,26.318,26.611,32.617,25.830,25.928,26.221,26.318,27.930,590.625,240.088,0.977,1.611,576.782,386.860,31.262
1.483,33.545,26.172,26.416,26.807,32.666,25.928,25.830,26.172,26.270,27.930,592.383,240.088,0.879,1.660,520.649,398.583,31.300
1.500,33.545,26.172,26.465,26.709,32.617,25.879,25.830,26.172,26.270,27.881,590.625,241.260,0.928,1.611,547.943,388.749,31.244
1.517,33.496,26.123,26.270,26.611,32.617,25.928,25.928,26.074,26.416,27.930,592.090,240.820,0.879,1.514,520.391,364.523,31.262
1.533,33.398,26.172,26.367,26.709,32.568,25.928,25.928,26.221,26.416,27.881,591.064,239.209,0.830,1.465,490.630,350.404,31.218
1.550,33.398,26.172,26.416,26.709,32.471,25.977,25.928,26.270,26.416,27.832,592.383,239.355,0.928,1.416,549.574,338.931,31.136
1.567,33.398,26.172,26.367,26.660,32.568,25.928,25.830,26.270,26.270,27.930,591.943,239.502,0.830,1.660,491.359,397.611,31.232
1.583,33.301,26.172,26.367,26.660,32.471,25.879,25.879,26.025,26.367,27.930,592.383,238.916,0.830,1.563,491.724,373.306,31.166
1.600,33.252,26.172,26.367,26.758,32.520,26.025,25.977,26.172,26.221,27.979,590.625,238.916,0.732,1.758,432.587,419.970,31.212
1.617,33.154,26.270,26.416,26.611,32.373,26.025,25.830,26.172,26.367,27.881,591.943,239.795,0.781,1.514,462.456,362.971,31.078
1.633,33.203,26.221,26.318,26.660,32.422,25.977,26.025,26.172,26.221,28.076,590.332,238.770,0.781,1.855,461.197,443.029,31.170
1.650,33.252,26.172,26.367,26.660,32.422,26.074,26.074,26.172,26.221,27.930,590.771,238.037,0.830,1.709,490.386,406.802,31.132
1.667,33.105,26.270,26.367,26.660,32.324,26.025,26.025,26.123,26.318,28.027,589.453,237.451,0.781,1.709,460.510,405.800,31.090
1.683,33.008,26.221,26.367,26.611,32.422,25.977,26.172,26.172,26.221,28.027,591.504,237.451,0.586,1.807,346.584,428.989,31.163
1.700,33.057,26.123,26.367,26.611,32.373,26.074,26.025,26.172,26.367,27.979,591.797,238.184,0.684,1.611,404.549,383.792,31.112
1.717,33.154,26.172,26.416,26.611,32.422,26.221,25.977,26.270,26.318,28.027,590.479,237.158,0.732,1.709,432.479,405.300,31.163
1.733,32.959,26.123,26.270,26.660,32.275,26.074,26.025,26.270,26.318,27.881,590.625,237.012,0.684,1.563,403.748,370.331,31.017
1.750,33.008,26.221,26.416,26.660,32.275,26.025,26.074,26.172,26.270,27.930,591.064,237.451,0.732,1.660,432.909,394.206,31.030
1.767,32.959,26.270,26.367,26.660,32.373,25.928,26.025,26.318,26.221,28.076,590.625,238.037,0.586,1.855,346.069,441.670,31.139
1.783,32.910,26.221,26.416,26.758,32.275,26.025,26.074,26.172,26.221,27.979,590.625,238.623,0.635,1.758,374.908,419.455,31.039
1.800,32.959,26.318,26.465,26.611,32.275,26.074,26.074,26.221,26.221,28.027,590.625,238.623,0.684,1.807,403.748,431.106,31.053
1.817,32.910,26.172,26.416,26.660,32.227,26.123,26.221,26.221,26.221,28.027,588.721,237.451,0.684,1.807,402.446,428.989,31.020
1.833,32.861,26.172,26.416,26.709,32.227,26.074,26.074,26.123,26.318,27.979,590.332,237.744,0.635,1.660,374.722,394.692,31.007
1.850,32.959,26.172,26.318,26.660,32.227,25.928,26.074,26.221,26.221,27.930,593.555,237.891,0.732,1.709,434.732,406.551,30.997
1.867,32.910,26.270,26.514,26.563,32.178,25.977,26.074,26.221,26.270,28.027,591.943,238.037,0.732,1.758,433.552,418.425,30.987
1.883,32.910,26.270,26.367,26.709,32.227,26.074,26.221,26.221,26.123,28.125,591.650,238.184,0.684,2.002,404.449,476.832,31.049
1.900,32.861,26.123,26.416,26.709,32.129,26.123,26.074,26.221,26.318,28.076,593.262,238.330,0.732,1.758,434.518,418.940,30.967
1.917,32.910,26.221,26.367,26.660,32.129,26.123,26.074,26.172,26.318,28.076,591.943,238.770,0.781,1.758,462.456,419.712,30.964
1.933,32.813,26.318,26.416,26.660,32.080,26.123,26.123,26.221,26.270,27.930,590.625,236.865,0.732,1.660,432.587,393.233,30.892
1.950,32.861,26.318,26.318,26.563,32.129,26.025,26.123,26.123,26.318,28.125,592.236,238.184,0.732,1.807,433.767,430.312,30.980
1.967,32.813,26.270,26.416,26.660,32.031,26.123,26.172,26.172,26.221,27.930,590.186,238.037,0.781,1.709,461.082,406.802,30.852
1.983,32.764,26.270,26.367,26.563,32.080,26.123,26.172,26.221,26.270,28.125,590.625,238.037,0.684,1.855,403.748,441.670,30.944
2.000,32.813,26.172,26.416,26.758,32.129,26.074,26.123,26.318,26.123,28.027,590.625,237.744,0.684,1.904,403.748,452.735,30.952
2.017,32.813,26.221,26.416,26.709,32.080,26.172,26.123,26.221,26.318,28.076,589.453,237.744,0.732,1.758,431.728,417.910,30.929
2.033,32.715,26.270,26.416,26.709,32.080,26.123,26.123,26.270,26.270,28.076,590.625,238.477,0.635,1.807,374.908,430.841,30.928
2.050,32.764,26.270,26.367,26.611,31.982,26.172,26.074,26.172,26.270,27.979,589.307,238.184,0.781,1.709,460.396,407.052,30.830
2.067,32.715,26.123,26.465,26.709,31.934,26.270,26.074,26.270,26.318,28.076,590.918,237.451,0.781,1.758,461.655,417.395,30.828
2.083,32.764,26.270,26.416,26.709,31.982,26.074,26.123,26.270,26.270,28.125,590.186,238.184,0.781,1.855,461.082,441.942,30.873
2.100,32.666,26.270,26.367,26.660,31.982,26.172,26.123,26.270,26.221,28.125,590.918,238.477,0.684,1.904,403.948,454.130,30.873
2.117,32.715,26.221,26.465,26.660,31.934,26.172,26.123,26.270,26.318,28.125,590.625,237.012,0.781,1.807,461.426,428.195,30.843
2.133,32.666,26.172,26.367,26.709,31.787,26.221,26.123,26.221,26.318,28.076,591.943,237.451,0.879,1.758,520.263,417.395,30.725
2.150,32.666,26.270,26.367,26.660,31.934,26.074,26.172,26.221,26.172,28.125,590.625,237.891,0.732,1.953,432.587,464.630,30.840
2.167,32.715,26.172,26.514,26.758,31.934,26.318,26.270,26.270,26.270,28.125,589.453,236.572,0.781,1.855,460.510,438.952,30.843
2.183,32.715,26.270,26.367,26.660,31.885,26.270,26.270,26.221,26.318,28.076,590.625,238.037,0.830,1.758,490.265,418.425,30.791
2.200,32.617,26.270,26.318,26.660,31.885,26.172,26.172,26.270,26.221,28.125,590.625,237.451,0.732,1.904,432.587,452.178,30.807
2.217,32.715,26.221,26.465,26.514,31.885,26.318,26.221,26.270,26.270,28.125,590.625,238.330,0.830,1.855,490.265,442.214,30.804
2.233,32.617,26.221,26.465,26.758,31.836,26.270,26.172,26.221,26.318,28.125,590.625,237.744,0.781,1.807,461.426,429.518,30.771
2.250,32.617,26.221,26.318,26.807,31.836,26.172,26.221,26.270,26.270,28.125,590.918,237.891,0.781,1.855,461.655,441.399,30.771
2.267,32.715,26.367,26.465,26.660,31.836,26.221,26.172,26.270,26.318,28.076,590.186,236.426,0.879,1.758,518.718,415.592,30.761
2.283,32.666,26.172,26.514,26.611,31.885,26.221,26.172,26.367,26.221,28.125,590.625,237.158,0.781,1.904,461.426,451.620,30.808
2.300,32.666,26.221,26.367,26.709,31.836,26.221,26.123,26.270,26.221,28.076,590.625,236.719,0.830,1.855,490.265,439.224,30.760
2.317,32.666,26.367,26.416,26.709,31.982,26.221,26.221,26.270,26.221,28.125,590.625,236.865,0.684,1.904,403.748,451.062,30.878
2.333,32.666,26.367,26.416,26.660,31.787,26.221,26.270,26.221,26.270,28.125,590.039,237.598,0.879,1.855,518.589,440.855,30.736
2.350,32.666,26.221,26.416,26.758,31.787,26.318,26.123,26.221,26.172,28.125,588.867,237.451,0.879,1.953,517.559,463.772,30.735
2.367,32.568,26.172,26.465,26.660,31.738,26.221,26.221,26.270,26.318,28.027,589.014,236.572,0.830,1.709,488.927,404.298,30.675
2.383,32.617,26.318,26.367,26.709,31.787,26.221,26.270,26.221,26.074,28.076,590.039,237.744,0.830,2.002,489.779,475.953,30.721
2.400,32.617,26.270,26.465,26.563,31.689,26.318,26.221,26.270,26.221,28.125,589.453,236.133,0.928,1.904,546.856,449.667,30.670
2.417,32.617,26.318,26.514,26.709,31.738,26.221,26.172,26.221,26.318,28.125,590.186,237.451,0.879,1.807,518.718,428.989,30.702
2.433,32.568,26.270,26.465,26.758,31.689,26.221,26.221,26.270,26.270,28.125,590.332,237.451,0.879,1.855,518.847,440.583,30.667
2.450,32.568,26.318,26.465,26.758,31.738,26.221,26.221,26.172,26.221,28.125,588.281,236.426,0.830,1.904,488.319,450.225,30.702
2.467,32.568,26.367,26.416,26.709,31.689,26.123,26.172,26.270,26.123,28.125,589.160,237.305,0.879,2.002,517.817,475.073,30.666
2.483,32.471,26.318,26.465,26.660,31.738,26.318,26.270,26.270,26.270,28.125,590.625,236.279,0.732,1.855,432.587,438.409,30.706
2.500,32.666,26.270,26.416,26.807,31.689,26.270,26.221,26.172,26.270,28.125,590.479,237.891,0.977,1.855,576.639,441.399,30.666
2.517,32.617,26.270,26.367,26.758,31.689,26.270,26.270,26.270,26.270,28.125,590.479,237.012,0.928,1.855,547.807,439.768,30.669
2.533,32.568,26.367,26.416,26.807,31.689,26.221,26.270,26.221,26.221,28.125,590.479,237.158,0.879,1.904,518.975,451.620,30.668
2.550,32.520,26.270,26.416,26.709,31.592,26.318,26.221,26.221,26.270,28.125,590.039,237.158,0.928,1.855,547.400,440.040,30.598
2.567,32.471,26.416,26.318,26.758,31.689,26.221,26.172,26.367,26.270,28.125,589.453,235.986,0.781,1.855,460.510,437.865,30.670
2.583,32.666,26.172,26.465,26.611,31.641,26.270,26.172,26.221,26.270,28.125,588.721,236.865,1.025,1.855,603.669,439.496,30.632
2.600,32.520,26.318,26.416,26.709,31.641,26.123,26.221,26.172,26.318,28.125,589.600,237.305,0.879,1.807,518.203,428.724,30.632
2.617,32.568,26.270,26.514,26.758,31.641,26.221,26.221,26.270,26.221,28.125,589.160,237.451,0.928,1.904,546.584,452.178,30.631
2.633,32.520,26.221,26.367,26.709,31.592,26.172,26.270,26.416,26.270,28.125,589.600,237.451,0.928,1.855,546.992,440.583,30.596
2.650,32.471,26.221,26.416,26.709,31.689,26.221,26.221,26.270,26.270,28.125,589.014,236.719,0.781,1.855,460.167,439.224,30.668
2.667,32.568,26.270,26.514,26.709,31.592,26.318,26.172,26.318,26.318,28.125,590.625,237.012,0.977,1.807,576.782,428.195,30.599
2.683,32.568,26.221,26.416,26.807,31.543,26.270,26.172,26.221,26.221,28.125,590.332,237.158,1.025,1.904,605.321,451.620,30.563
2.700,32.568,26.270,26.514,26.807,31.641,26.270,26.318,26.221,26.270,28.125,590.332,236.426,0.928,1.855,547.671,438.681,30.635
2.717,32.568,26.221,26.465,26.709,31.543,26.270,26.318,26.270,26.221,28.125,589.453,236.279,1.025,1.904,604.420,449.946,30.565
2.733,32.471,26.367,26.416,26.758,31.543,26.318,26.318,26.172,26.172,28.125,590.186,237.012,0.928,1.953,547.535,462.914,30.564
2.750,32.520,26.367,26.465,26.709,31.592,26.270,26.221,26.123,26.318,28.125,590.625,237.158,0.928,1.807,547.943,428.460,30.599
2.767,32.568,26.465,26.514,26.807,31.543,26.270,26.172,26.318,26.270,28.125,591.943,236.133,1.025,1.855,606.973,438.137,30.568
2.783,32.520,26.221,26.465,26.758,31.543,26.270,26.318,26.172,26.270,28.125,590.771,235.840,0.977,1.855,576.925,437.593,30.568
2.800,32.471,26.172,26.514,26.807,31.543,26.318,26.123,26.123,26.416,28.125,589.160,235.693,0.928,1.709,546.584,402.796,30.566
2.817,32.471,26.318,26.367,26.758,31.494,26.318,26.270,26.270,26.318,28.125,590.479,235.400,0.977,1.807,576.639,425.284,30.534
2.833,32.568,26.318,26.416,26.807,31.494,26.318,26.318,26.221,26.416,28.125,590.186,237.158,1.074,1.709,633.988,405.300,30.528
2.850,32.568,26.270,26.611,26.758,31.592,26.221,26.318,26.270,26.465,28.125,590.479,236.426,0.977,1.660,576.639,392.504,30.601
2.867,32.568,26.270,26.465,26.709,31.494,26.367,26.074,26.318,26.318,28.125,591.064,235.254,1.074,1.807,634.933,425.019,30.535
2.883,32.471,26.221,26.514,26.709,31.445,26.318,26.221,26.270,26.318,28.125,590.625,236.133,1.025,1.807,605.621,426.607,30.497
2.900,32.471,26.270,26.367,26.807,31.543,26.270,26.270,26.318,26.270,28.125,590.625,235.400,0.928,1.855,547.943,436.778,30.569
2.917,32.568,26.318,26.514,26.660,31.494,26.318,26.318,26.270,26.318,28.125,590.625,236.426,1.074,1.807,634.460,427.136,30.531
2.933,32.520,26.318,26.514,26.709,31.689,26.367,26.172,26.270,26.221,28.125,590.771,237.891,0.830,1.904,490.386,453.014,30.666
2.950,32.520,26.318,26.416,26.709,31.641,26.367,26.221,26.221,26.367,28.125,590.479,235.693,0.879,1.758,518.975,414.305,30.638
2.967,32.520,26.270,26.416,26.709,31.396,26.270,26.318,26.318,26.318,28.125,590.332,236.719,1.123,1.807,662.971,427.666,30.460
2.983,32.520,26.270,26.563,26.758,31.494,26.514,26.123,26.221,26.318,28.125,590.625,235.693,1.025,1.807,605.621,425.813,30.533
3.000,32.471,26.172,26.465,26.758,31.494,26.318,26.172,26.318,26.367,28.125,593.262,237.158,0.977,1.758,579.357,416.880,30.532
3.017,32.422,26.318,26.416,26.758,31.543,26.221,26.270,26.123,26.367,28.125,592.090,237.451,0.879,1.758,520.391,417.395,30.565
3.033,32.471,26.318,26.465,26.807,31.396,26.318,26.270,26.270,26.367,28.125,590.479,236.133,1.074,1.758,634.303,415.077,30.462
3.050,32.520,26.318,26.416,26.758,31.494,26.318,26.221,26.123,26.318,28.125,589.307,235.986,1.025,1.807,604.270,426.342,30.531
3.067,32.471,26.318,26.465,26.709,31.543,26.318,26.270,26.270,26.270,28.125,588.428,236.865,0.928,1.855,545.905,439.496,30.562
3.083,32.471,26.367,26.465,26.709,31.494,26.123,26.270,26.221,26.367,28.125,590.186,236.279,0.977,1.758,576.353,415.335,30.531
3.100,32.520,26.465,26.465,26.709,31.445,26.367,26.221,26.270,26.318,28.125,590.332,236.279,1.074,1.807,634.146,426.872,30.496
3.117,32.471,26.318,26.514,26.660,31.494,26.367,26.270,26.270,26.318,28.125,590.771,235.986,0.977,1.807,576.925,426.342,30.532
3.133,32.471,26.270,26.563,26.758,31.445,26.318,26.270,26.123,26.416,28.125,590.479,236.865,1.025,1.709,605.471,404.799,30.495
3.150,32.471,26.318,26.514,26.758,31.348,26.270,26.318,26.318,26.270,28.125,590.625,237.012,1.123,1.855,663.300,439.768,30.425
3.167,32.520,26.270,26.563,26.758,31.396,26.367,26.270,26.221,26.270,28.125,591.504,236.133,1.123,1.855,664.287,438.137,30.463
